Iteration, Drag, Lift, Coeff Drag, CoeffLift, time prec, time solve
1.455, 0.00340331, 0.0156535, 0.541654, 0.0156535, 0.0475545, 0.103631, 5
1.46, 0.00340701, 0.0156712, 0.542243, 0.0156712, 0.0567592, 0.113259, 5
1.465, 0.00341032, 0.0156309, 0.54277, 0.0156309, 0.0502424, 0.0984632, 4
1.47, 0.00341403, 0.0156492, 0.543359, 0.0156492, 0.0528679, 0.121673, 6
1.475, 0.0034176, 0.0156908, 0.543929, 0.0156908, 0.0516251, 0.111815, 4
1.48, 0.0034209, 0.0157055, 0.544453, 0.0157055, 0.0893008, 0.126894, 5
1.485, 0.00342308, 0.0157201, 0.5448, 0.0157201, 0.0505869, 0.0985366, 4
1.49, 0.00342767, 0.0157493, 0.54553, 0.0157493, 0.0487465, 0.0937422, 4
1.495, 0.00343145, 0.0157566, 0.546132, 0.0157566, 0.0520099, 0.222775, 5
1.5, 0.00343465, 0.0157685, 0.546641, 0.0157685, 0.0498825, 0.0947409, 4
1.505, 0.00343824, 0.0157874, 0.547213, 0.0157874, 0.0505434, 0.119693, 6
1.51, 0.00344055, 0.0158104, 0.547581, 0.0158104, 0.0499762, 0.104636, 4
1.515, 0.00344499, 0.0158101, 0.548287, 0.0158101, 0.0517796, 0.119139, 5
1.52, 0.00344768, 0.015797, 0.548716, 0.015797, 0.0522239, 0.108755, 4
1.525, 0.00345019, 0.0158409, 0.549115, 0.0158409, 0.0530616, 0.110139, 5
1.53, 0.00345481, 0.0158904, 0.54985, 0.0158904, 0.0529085, 0.138502, 4
1.535, 0.00345798, 0.0158672, 0.550355, 0.0158672, 0.0560565, 0.108731, 4
1.54, 0.00346157, 0.0158547, 0.550926, 0.0158547, 0.0556328, 0.0955383, 4
1.545, 0.00346397, 0.0158541, 0.551309, 0.0158541, 0.0547893, 0.0953847, 4
1.55, 0.00346828, 0.0159345, 0.551994, 0.0159345, 0.0496898, 0.177508, 4
1.555, 0.0034711, 0.0159292, 0.552443, 0.0159292, 0.05364, 0.10094, 4
1.56, 0.00347494, 0.0159829, 0.553054, 0.0159829, 0.0507316, 0.0983904, 4
1.565, 0.00347749, 0.0159399, 0.55346, 0.0159399, 0.0602838, 0.121145, 4
1.57, 0.00348138, 0.0159487, 0.554079, 0.0159487, 0.0486336, 0.0997517, 4
1.575, 0.00348415, 0.016009, 0.55452, 0.016009, 0.050748, 0.138749, 4
1.58, 0.00348715, 0.0159912, 0.554998, 0.0159912, 0.05165, 0.107227, 4
1.585, 0.0034902, 0.0159968, 0.555482, 0.0159968, 0.0514803, 0.105193, 4
1.59, 0.00349335, 0.0160023, 0.555984, 0.0160023, 0.0503325, 0.0999804, 4
1.595, 0.00349677, 0.0160628, 0.556527, 0.0160628, 0.0519424, 0.12221, 4
1.6, 0.00349977, 0.0160297, 0.557006, 0.0160297, 0.0477583, 0.127889, 4
1.605, 0.00350334, 0.0160735, 0.557574, 0.0160735, 0.0632873, 0.097063, 4
1.61, 0.00350587, 0.016075, 0.557976, 0.016075, 0.0496397, 0.0967976, 4
1.615, 0.00350917, 0.0160993, 0.558502, 0.0160993, 0.0506033, 0.0835687, 3
1.62, 0.00351213, 0.0160659, 0.558972, 0.0160659, 0.0521908, 0.0990523, 4
1.625, 0.00351527, 0.0160842, 0.559473, 0.0160842, 0.0501076, 0.120555, 4
1.63, 0.00351772, 0.0160976, 0.559862, 0.0160976, 0.0508887, 0.0946581, 4
1.635, 0.00352152, 0.0161349, 0.560468, 0.0161349, 0.0617736, 0.122493, 4
1.64, 0.00352439, 0.016153, 0.560925, 0.016153, 0.0539448, 0.0857652, 3
1.645, 0.00352693, 0.0161628, 0.561329, 0.0161628, 0.0508226, 0.0975851, 4
1.65, 0.00353044, 0.0161597, 0.561887, 0.0161597, 0.0528711, 0.0995354, 4
1.655, 0.00353318, 0.0161852, 0.562323, 0.0161852, 0.0524791, 0.0837321, 3
1.66, 0.00353641, 0.0161655, 0.562837, 0.0161655, 0.0516169, 0.108084, 4
1.665, 0.00353899, 0.0161526, 0.563248, 0.0161526, 0.051131, 0.0964928, 4
1.67, 0.00354235, 0.016242, 0.563782, 0.016242, 0.050593, 0.0991249, 4
1.675, 0.00354476, 0.0162249, 0.564166, 0.0162249, 0.0574465, 0.124237, 4
1.68, 0.00354782, 0.0162472, 0.564653, 0.0162472, 0.0522966, 0.0932976, 3
1.685, 0.00355106, 0.0162476, 0.565168, 0.0162476, 0.0491558, 0.101526, 4
1.69, 0.00355315, 0.0162522, 0.565501, 0.0162522, 0.047879, 0.0800052, 3
1.695, 0.00355652, 0.0162941, 0.566037, 0.0162941, 0.0499508, 0.0873486, 3
1.7, 0.00355869, 0.0162893, 0.566383, 0.0162893, 0.0525323, 0.0984613, 4
1.705, 0.00356221, 0.0162936, 0.566944, 0.0162936, 0.0490547, 0.0927711, 4
1.71, 0.00356516, 0.0163293, 0.567414, 0.0163293, 0.0519425, 0.101296, 4
1.715, 0.0035674, 0.0162717, 0.567769, 0.0162717, 0.0515329, 0.0967252, 4
1.72, 0.00357046, 0.0163352, 0.568256, 0.0163352, 0.0552691, 0.107626, 4
1.725, 0.00357364, 0.0163397, 0.568762, 0.0163397, 0.0575592, 0.110564, 4
1.73, 0.0035757, 0.0163515, 0.56909, 0.0163515, 0.0510315, 0.0875424, 3
1.735, 0.00357854, 0.0163659, 0.569542, 0.0163659, 0.0525358, 0.0791856, 3
1.74, 0.00358115, 0.0163611, 0.569958, 0.0163611, 0.0497104, 0.101677, 4
1.745, 0.00358433, 0.016393, 0.570465, 0.016393, 0.0531076, 0.082624, 3
1.75, 0.00358681, 0.0164031, 0.570858, 0.0164031, 0.0536131, 0.0875693, 3
1.755, 0.00358974, 0.016422, 0.571325, 0.016422, 0.0544251, 0.113397, 4
1.76, 0.00359189, 0.0164113, 0.571667, 0.0164113, 0.0579361, 0.164146, 4
1.765, 0.00359507, 0.0163697, 0.572173, 0.0163697, 0.0579776, 0.13079, 4
1.77, 0.00359744, 0.016435, 0.57255, 0.016435, 0.065515, 0.115523, 4
1.775, 0.00359997, 0.0165132, 0.572953, 0.0165132, 0.0538496, 0.173545, 4
1.78, 0.00360283, 0.0164617, 0.573409, 0.0164617, 0.0550627, 0.107654, 4
1.785, 0.00360541, 0.0164805, 0.573818, 0.0164805, 0.0537586, 0.0891888, 3
1.79, 0.00360726, 0.0164691, 0.574113, 0.0164691, 0.0543424, 0.0959859, 4
1.795, 0.00361055, 0.0164904, 0.574637, 0.0164904, 0.0531547, 0.0837726, 3
1.8, 0.00361289, 0.0165064, 0.575009, 0.0165064, 0.0513131, 0.100186, 4
1.805, 0.003616, 0.0165269, 0.575504, 0.0165269, 0.0568151, 0.107539, 4
1.81, 0.00361766, 0.0165051, 0.575769, 0.0165051, 0.0516545, 0.112293, 4
1.815, 0.00362034, 0.0165309, 0.576196, 0.0165309, 0.0529385, 0.0937915, 3
1.82, 0.00362359, 0.0165845, 0.576712, 0.0165845, 0.0535365, 0.163799, 4
1.825, 0.00362521, 0.0165324, 0.57697, 0.0165324, 0.049067, 0.0993568, 3
1.83, 0.00362788, 0.0165691, 0.577395, 0.0165691, 0.0538046, 0.0907772, 3
1.835, 0.00363083, 0.0165832, 0.577865, 0.0165832, 0.0567914, 0.0998502, 4
1.84, 0.00363251, 0.0165729, 0.578132, 0.0165729, 0.0587964, 0.0843691, 3
1.845, 0.00363494, 0.0166134, 0.578518, 0.0166134, 0.0540827, 0.101837, 4
1.85, 0.00363781, 0.0165545, 0.578976, 0.0165545, 0.0567037, 0.138717, 4
1.855, 0.00364004, 0.0166286, 0.57933, 0.0166286, 0.0585306, 0.0844782, 3
1.86, 0.00364272, 0.0166167, 0.579758, 0.0166167, 0.0641715, 0.124454, 4
1.865, 0.00364458, 0.0166255, 0.580053, 0.0166255, 0.0651413, 0.121301, 3
1.87, 0.00364668, 0.0166222, 0.580388, 0.0166222, 0.0530099, 0.0970988, 4
1.875, 0.00364949, 0.0166411, 0.580834, 0.0166411, 0.0554915, 0.113727, 4
1.88, 0.00365193, 0.0166624, 0.581222, 0.0166624, 0.0545831, 0.092089, 3
1.885, 0.00365438, 0.0166449, 0.581612, 0.0166449, 0.0578367, 0.108032, 4
1.89, 0.00365612, 0.0166786, 0.581889, 0.0166786, 0.0601629, 0.110414, 4
1.895, 0.00365857, 0.0166446, 0.58228, 0.0166446, 0.0601488, 0.136577, 3
1.9, 0.00366091, 0.0167527, 0.582652, 0.0167527, 0.0509715, 0.106812, 4
1.905, 0.00366302, 0.0166682, 0.582988, 0.0166682, 0.0548355, 0.115883, 4
1.91, 0.0036657, 0.0167154, 0.583414, 0.0167154, 0.0524964, 0.0823817, 3
1.915, 0.00366748, 0.0167052, 0.583697, 0.0167052, 0.0712823, 0.178221, 3
1.92, 0.00367007, 0.0167351, 0.58411, 0.0167351, 0.0530968, 0.104309, 4
1.925, 0.00367162, 0.0167364, 0.584356, 0.0167364, 0.0562086, 0.0953966, 3
1.93, 0.00367437, 0.0167474, 0.584795, 0.0167474, 0.0521992, 0.11601, 4
1.935, 0.00367623, 0.0167491, 0.58509, 0.0167491, 0.0551236, 0.0950301, 3
1.94, 0.0036786, 0.0167337, 0.585467, 0.0167337, 0.054877, 0.1161, 4
1.945, 0.00368036, 0.0167716, 0.585748, 0.0167716, 0.0571557, 0.118377, 4
1.95, 0.00368232, 0.0167504, 0.58606, 0.0167504, 0.0559798, 0.0963863, 4
1.955, 0.0036849, 0.0167767, 0.58647, 0.0167767, 0.0590314, 0.105, 3
1.96, 0.0036868, 0.0167823, 0.586772, 0.0167823, 0.0648836, 0.118065, 3
1.965, 0.00368865, 0.0167667, 0.587067, 0.0167667, 0.0514239, 0.177079, 4
1.97, 0.00369103, 0.016812, 0.587445, 0.016812, 0.0769106, 0.113761, 3
1.975, 0.00369299, 0.0168121, 0.587758, 0.0168121, 0.05331, 0.085804, 3
1.98, 0.00369472, 0.0168224, 0.588034, 0.0168224, 0.0548336, 0.120425, 4
1.985, 0.00369707, 0.0168221, 0.588407, 0.0168221, 0.0563253, 0.101123, 3
1.99, 0.00369906, 0.0168531, 0.588723, 0.0168531, 0.0550692, 0.128313, 4
1.995, 0.00370143, 0.0168394, 0.589101, 0.0168394, 0.0551687, 0.112937, 4
2, 0.00370267, 0.0168376, 0.589298, 0.0168376, 0.0584315, 0.116459, 3
2.005, 0.00370486, 0.0168041, 0.589647, 0.0168041, 0.0521946, 0.0900471, 3
2.01, 0.00370661, 0.0168861, 0.589925, 0.0168861, 0.0586624, 0.166621, 4
2.015, 0.0037088, 0.0168468, 0.590274, 0.0168468, 0.0546557, 0.0953206, 3
2.02, 0.00371069, 0.0168806, 0.590574, 0.0168806, 0.0622043, 0.108407, 3
2.025, 0.00371236, 0.0168753, 0.590841, 0.0168753, 0.0731971, 0.112604, 3
2.03, 0.0037148, 0.0169088, 0.591228, 0.0169088, 0.0688085, 0.134301, 4
2.035, 0.00371613, 0.0168767, 0.59144, 0.0168767, 0.0569925, 0.0801475, 3
2.04, 0.00371792, 0.0169181, 0.591725, 0.0169181, 0.0619171, 0.164743, 4
2.045, 0.00372017, 0.0168948, 0.592084, 0.0168948, 0.0521696, 0.0812292, 3
2.05, 0.00372181, 0.0169212, 0.592345, 0.0169212, 0.0528986, 0.099812, 3
2.055, 0.00372368, 0.0169323, 0.592641, 0.0169323, 0.0536669, 0.0978107, 4
2.06, 0.00372588, 0.0169207, 0.592993, 0.0169207, 0.0546027, 0.0981518, 4
2.065, 0.003727, 0.0169284, 0.593171, 0.0169284, 0.0671467, 0.124964, 3
2.07, 0.00372857, 0.01689, 0.593421, 0.01689, 0.0540476, 0.101788, 4
2.075, 0.0037308, 0.0169456, 0.593775, 0.0169456, 0.0546259, 0.109447, 4
2.08, 0.00373245, 0.0169446, 0.594038, 0.0169446, 0.0530174, 0.0843896, 3
2.085, 0.00373407, 0.0169679, 0.594296, 0.0169679, 0.0529911, 0.104257, 4
2.09, 0.00373557, 0.0169489, 0.594535, 0.0169489, 0.0526484, 0.0818885, 3
2.095, 0.00373758, 0.0169663, 0.594854, 0.0169663, 0.0520613, 0.0863466, 3
2.1, 0.00373926, 0.0169701, 0.595122, 0.0169701, 0.0529795, 0.0861904, 3
2.105, 0.00374101, 0.0169847, 0.595401, 0.0169847, 0.0832812, 0.0968378, 4
2.11, 0.00374257, 0.0169728, 0.595648, 0.0169728, 0.0537959, 0.0876699, 3
2.115, 0.00374421, 0.0169847, 0.59591, 0.0169847, 0.0566377, 0.0929629, 3
2.12, 0.00374595, 0.016998, 0.596187, 0.016998, 0.0523872, 0.106128, 4
2.125, 0.00374741, 0.016987, 0.596418, 0.016987, 0.102761, 0.102725, 3
2.13, 0.00374901, 0.0169998, 0.596674, 0.0169998, 0.0527864, 0.0852382, 3
2.135, 0.00375072, 0.0170114, 0.596946, 0.0170114, 0.0548642, 0.1039, 4
2.14, 0.00375212, 0.0170014, 0.597169, 0.0170014, 0.0545184, 0.107358, 3
2.145, 0.00375368, 0.0170141, 0.597417, 0.0170141, 0.0504325, 0.0845504, 3
2.15, 0.00375523, 0.0170194, 0.597664, 0.0170194, 0.0563466, 0.0937304, 3
2.155, 0.00375674, 0.0170232, 0.597904, 0.0170232, 0.0554476, 0.0975416, 3
2.16, 0.00375823, 0.0170267, 0.598141, 0.0170267, 0.0522422, 0.0865729, 3
2.165, 0.00375971, 0.0170314, 0.598377, 0.0170314, 0.052475, 0.119494, 3
2.17, 0.00376118, 0.0170356, 0.598611, 0.0170356, 0.0534263, 0.097566, 3
2.175, 0.00376264, 0.0170396, 0.598843, 0.0170396, 0.0537931, 0.085747, 3
2.18, 0.00376408, 0.0170436, 0.599072, 0.0170436, 0.0582027, 0.118208, 3
2.185, 0.0037655, 0.0170476, 0.599298, 0.0170476, 0.0554038, 0.0866421, 3
2.19, 0.00376691, 0.0170516, 0.599523, 0.0170516, 0.0592711, 0.109194, 3
2.195, 0.00376831, 0.0170554, 0.599745, 0.0170554, 0.0606764, 0.0941626, 3
2.2, 0.00376969, 0.0170592, 0.599964, 0.0170592, 0.0500807, 0.078761, 3
2.205, 0.00377105, 0.0170629, 0.600182, 0.0170629, 0.0537428, 0.0936292, 3
2.21, 0.00377241, 0.0170664, 0.600397, 0.0170664, 0.0542789, 0.132033, 3
2.215, 0.00377374, 0.0170701, 0.600609, 0.0170701, 0.0524843, 0.0838645, 3
2.22, 0.00377506, 0.0170735, 0.60082, 0.0170735, 0.0543199, 0.0910636, 3
2.225, 0.00377637, 0.0170768, 0.601028, 0.0170768, 0.0563479, 0.092595, 3
2.23, 0.00377766, 0.0170801, 0.601234, 0.0170801, 0.0725591, 0.10019, 3
2.235, 0.00377894, 0.0170833, 0.601437, 0.0170833, 0.0559012, 0.176923, 3
2.24, 0.0037802, 0.0170865, 0.601638, 0.0170865, 0.0531678, 0.0804294, 3
2.245, 0.00378145, 0.0170897, 0.601837, 0.0170897, 0.0558749, 0.112221, 3
2.25, 0.00378268, 0.0170928, 0.602033, 0.0170928, 0.0658215, 0.0898969, 3
2.255, 0.0037839, 0.0170957, 0.602227, 0.0170957, 0.0517655, 0.0888693, 3
2.26, 0.00378511, 0.0170985, 0.602418, 0.0170985, 0.0694537, 0.104317, 3
2.265, 0.0037863, 0.0171014, 0.602608, 0.0171014, 0.0567508, 0.18675, 3
2.27, 0.00378747, 0.017104, 0.602795, 0.017104, 0.0578284, 0.0920531, 3
2.275, 0.00378861, 0.0171088, 0.602976, 0.0171088, 0.0556294, 0.121889, 3
2.28, 0.00378977, 0.0171107, 0.60316, 0.0171107, 0.0542646, 0.09623, 3
2.285, 0.00379091, 0.0171119, 0.603342, 0.0171119, 0.0564983, 0.156054, 3
2.29, 0.00379202, 0.0171142, 0.603519, 0.0171142, 0.0789094, 0.200834, 3
2.295, 0.0037931, 0.0171186, 0.603691, 0.0171186, 0.070664, 0.095855, 3
2.3, 0.00379418, 0.0171224, 0.603863, 0.0171224, 0.0853216, 0.124717, 3
2.305, 0.00379526, 0.0171247, 0.604034, 0.0171247, 0.079253, 0.146243, 3
2.31, 0.00379631, 0.0171268, 0.604202, 0.0171268, 0.0599586, 0.100296, 3
2.315, 0.00379736, 0.0171287, 0.604368, 0.0171287, 0.0546295, 0.0984216, 3
2.32, 0.00379838, 0.0171307, 0.604531, 0.0171307, 0.0547824, 0.104237, 3
2.325, 0.00379939, 0.0171325, 0.604692, 0.0171325, 0.0535676, 0.116834, 3
2.33, 0.00380039, 0.0171342, 0.604851, 0.0171342, 0.0540143, 0.111627, 3
2.335, 0.00380138, 0.017136, 0.605008, 0.017136, 0.0602585, 0.16334, 3
2.34, 0.00380234, 0.0171377, 0.605162, 0.0171377, 0.0549458, 0.0952155, 3
2.345, 0.0038033, 0.0171391, 0.605313, 0.0171391, 0.061655, 0.10668, 3
2.35, 0.00380423, 0.0171408, 0.605462, 0.0171408, 0.0637613, 0.0930142, 3
2.355, 0.00380516, 0.0171421, 0.60561, 0.0171421, 0.0530492, 0.0902751, 3
2.36, 0.00380607, 0.0171433, 0.605754, 0.0171433, 0.0600912, 0.117112, 3
2.365, 0.00380696, 0.0171446, 0.605897, 0.0171446, 0.0533571, 0.104325, 3
2.37, 0.00380784, 0.0171457, 0.606037, 0.0171457, 0.0580448, 0.0917318, 3
2.375, 0.0038087, 0.0171468, 0.606174, 0.0171468, 0.0570952, 0.115271, 3
2.38, 0.00380955, 0.0171479, 0.606309, 0.0171479, 0.0574997, 0.0985757, 3
2.385, 0.00381039, 0.0171487, 0.606442, 0.0171487, 0.0506709, 0.0954694, 3
2.39, 0.00381121, 0.0171496, 0.606573, 0.0171496, 0.0603644, 0.0904797, 3
2.395, 0.00381201, 0.0171503, 0.606701, 0.0171503, 0.0527126, 0.0862575, 3
2.4, 0.00381281, 0.0171509, 0.606827, 0.0171509, 0.0531139, 0.0862533, 3
2.405, 0.00381358, 0.0171515, 0.60695, 0.0171515, 0.0532411, 0.128214, 3
2.41, 0.00381434, 0.0171521, 0.607071, 0.0171521, 0.0615999, 0.102947, 3
2.415, 0.00381509, 0.0171525, 0.60719, 0.0171525, 0.0523649, 0.0808527, 3
2.42, 0.00381582, 0.0171528, 0.607307, 0.0171528, 0.0526314, 0.0966658, 3
2.425, 0.00381654, 0.0171532, 0.607421, 0.0171532, 0.0529985, 0.083123, 3
2.43, 0.00381724, 0.0171533, 0.607532, 0.0171533, 0.0865879, 0.106956, 3
2.435, 0.00381793, 0.0171535, 0.607642, 0.0171535, 0.0531739, 0.0781011, 3
2.44, 0.0038186, 0.0171536, 0.607749, 0.0171536, 0.0523828, 0.156554, 3
2.445, 0.00381925, 0.0171535, 0.607853, 0.0171535, 0.0534533, 0.107692, 3
2.45, 0.0038199, 0.0171533, 0.607956, 0.0171533, 0.0614563, 0.0976441, 3
2.455, 0.00382053, 0.0171531, 0.608056, 0.0171531, 0.0513535, 0.181751, 3
2.46, 0.00382114, 0.0171528, 0.608153, 0.0171528, 0.0568657, 0.0852043, 3
2.465, 0.00382174, 0.0171525, 0.608248, 0.0171525, 0.0580997, 0.0805894, 3
2.47, 0.00382232, 0.0171521, 0.608341, 0.0171521, 0.0553439, 0.0981133, 3
2.475, 0.00382289, 0.0171516, 0.608432, 0.0171516, 0.0501023, 0.0818258, 3
2.48, 0.00382344, 0.0171511, 0.60852, 0.0171511, 0.0551118, 0.0815122, 3
2.485, 0.00382398, 0.0171503, 0.608606, 0.0171503, 0.0598302, 0.0878954, 3
2.49, 0.00382451, 0.0171496, 0.608689, 0.0171496, 0.0607598, 0.087676, 3
2.495, 0.00382502, 0.0171489, 0.60877, 0.0171489, 0.05636, 0.0847899, 3
2.5, 0.00382551, 0.0171479, 0.608849, 0.0171479, 0.0658107, 0.156326, 3
2.505, 0.00382599, 0.0171471, 0.608925, 0.0171471, 0.0533398, 0.0845198, 3
2.51, 0.00382646, 0.017146, 0.608999, 0.017146, 0.0542058, 0.08784, 3
2.515, 0.00382691, 0.0171447, 0.609071, 0.0171447, 0.0481819, 0.0976808, 3
2.52, 0.00382734, 0.0171436, 0.60914, 0.0171436, 0.0593087, 0.117961, 3
2.525, 0.00382776, 0.0171423, 0.609207, 0.0171423, 0.0501387, 0.0897454, 3
2.53, 0.00382818, 0.0171393, 0.609274, 0.0171393, 0.0513028, 0.0865012, 3
2.535, 0.00382858, 0.0171367, 0.609337, 0.0171367, 0.0571856, 0.135764, 3
2.54, 0.00382896, 0.0171354, 0.609397, 0.0171354, 0.0500616, 0.085271, 3
2.545, 0.00382932, 0.0171339, 0.609455, 0.0171339, 0.0550418, 0.104276, 3
2.55, 0.00382967, 0.0171321, 0.60951, 0.0171321, 0.0575379, 0.0911121, 3
2.555, 0.00383, 0.0171303, 0.609563, 0.0171303, 0.0532577, 0.124392, 3
2.56, 0.00383032, 0.0171285, 0.609614, 0.0171285, 0.0536393, 0.109337, 3
2.565, 0.00383062, 0.0171264, 0.609663, 0.0171264, 0.0969069, 0.135345, 3
2.57, 0.00383091, 0.0171243, 0.609709, 0.0171243, 0.0723436, 0.117663, 3
2.575, 0.00383119, 0.0171219, 0.609753, 0.0171219, 0.0909879, 0.140745, 3
2.58, 0.00383145, 0.0171195, 0.609794, 0.0171195, 0.0554936, 0.0868138, 3
2.585, 0.0038317, 0.0171167, 0.609834, 0.0171167, 0.0514355, 0.0832051, 3
2.59, 0.00383193, 0.017114, 0.60987, 0.017114, 0.0544005, 0.0920511, 3
2.595, 0.00383215, 0.0171108, 0.609905, 0.0171108, 0.0554955, 0.0977084, 3
2.6, 0.00383235, 0.0171077, 0.609937, 0.0171077, 0.0545208, 0.0852601, 3
2.605, 0.00383254, 0.0171041, 0.609968, 0.0171041, 0.0568564, 0.0850412, 3
2.61, 0.00383271, 0.0171002, 0.609995, 0.0171002, 0.0543877, 0.0928089, 3
2.615, 0.00383287, 0.0170963, 0.61002, 0.0170963, 0.0514242, 0.0854429, 3
2.62, 0.00383301, 0.0170921, 0.610043, 0.0170921, 0.0521707, 0.0855546, 3
2.625, 0.00383314, 0.0170877, 0.610063, 0.0170877, 0.0533772, 0.0842577, 3
2.63, 0.00383322, 0.0170894, 0.610075, 0.0170894, 0.0524034, 0.0844627, 3
2.635, 0.00383332, 0.0170863, 0.610091, 0.0170863, 0.0622944, 0.110971, 3
2.64, 0.00383339, 0.017082, 0.610104, 0.017082, 0.056181, 0.159887, 3
2.645, 0.00383348, 0.0170805, 0.610117, 0.0170805, 0.0528942, 0.0934362, 3
2.65, 0.00383355, 0.0170736, 0.610129, 0.0170736, 0.0534805, 0.0994781, 3
2.655, 0.00383352, 0.0170737, 0.610123, 0.0170737, 0.0543073, 0.0898984, 3
2.66, 0.00383353, 0.0170675, 0.610126, 0.0170675, 0.0545454, 0.102117, 3
2.665, 0.00383355, 0.017073, 0.610128, 0.017073, 0.0513572, 0.119813, 3
2.67, 0.00383358, 0.0170645, 0.610132, 0.0170645, 0.0543045, 0.0892363, 3
2.675, 0.00383345, 0.0170591, 0.610113, 0.0170591, 0.0600094, 0.125503, 3
2.68, 0.00383349, 0.0170512, 0.610118, 0.0170512, 0.0524341, 0.0938104, 3
2.685, 0.0038334, 0.0170538, 0.610105, 0.0170538, 0.0507358, 0.0838918, 3
2.69, 0.00383337, 0.0170509, 0.6101, 0.0170509, 0.0486023, 0.0802532, 3
2.695, 0.00383323, 0.0170412, 0.610078, 0.0170412, 0.0513425, 0.0990246, 3
2.7, 0.00383317, 0.0170403, 0.610068, 0.0170403, 0.0782316, 0.189391, 3
2.705, 0.00383301, 0.0170412, 0.610043, 0.0170412, 0.0543161, 0.106305, 3
2.71, 0.00383294, 0.0170321, 0.610031, 0.0170321, 0.0542859, 0.105006, 3
2.715, 0.00383274, 0.0170284, 0.61, 0.0170284, 0.0561075, 0.0958549, 3
2.72, 0.00383263, 0.0170262, 0.609981, 0.0170262, 0.0519247, 0.111668, 3
2.725, 0.0038324, 0.0170215, 0.609946, 0.0170215, 0.0583458, 0.0812078, 3
2.73, 0.00383227, 0.01701, 0.609925, 0.01701, 0.0557369, 0.0862308, 3
2.735, 0.00383202, 0.0170126, 0.609885, 0.0170126, 0.0559387, 0.0967635, 3
2.74, 0.00383185, 0.0170059, 0.609858, 0.0170059, 0.0533048, 0.0893318, 3
2.745, 0.00383156, 0.017002, 0.609811, 0.017002, 0.0509385, 0.0870446, 3
2.75, 0.00383136, 0.0169966, 0.60978, 0.0169966, 0.0606216, 0.0986013, 3
2.755, 0.00383104, 0.0169952, 0.60973, 0.0169952, 0.0553695, 0.0949682, 3
2.76, 0.00383083, 0.0169863, 0.609695, 0.0169863, 0.0522953, 0.0811073, 3
2.765, 0.00383048, 0.0169842, 0.609639, 0.0169842, 0.052456, 0.0822794, 3
2.77, 0.00383022, 0.0169766, 0.609599, 0.0169766, 0.0523729, 0.0781708, 3
2.775, 0.00382984, 0.0169753, 0.609538, 0.0169753, 0.0504338, 0.0951656, 3
2.78, 0.00382956, 0.016966, 0.609494, 0.016966, 0.0546912, 0.0873078, 3
2.785, 0.00382915, 0.0169649, 0.609429, 0.0169649, 0.0543423, 0.0875972, 3
2.79, 0.00382885, 0.0169554, 0.60938, 0.0169554, 0.0551584, 0.0968312, 3
2.795, 0.00382841, 0.016955, 0.60931, 0.016955, 0.06319, 0.15612, 3
2.8, 0.00382805, 0.0169445, 0.609254, 0.0169445, 0.0548894, 0.0857507, 3
2.805, 0.0038276, 0.0169496, 0.609181, 0.0169496, 0.0679087, 0.110505, 3
2.81, 0.00382721, 0.0169353, 0.60912, 0.0169353, 0.0492925, 0.0821716, 3
2.815, 0.00382671, 0.0169341, 0.609041, 0.0169341, 0.0514282, 0.0825267, 3
2.82, 0.00382634, 0.0169218, 0.608981, 0.0169218, 0.0607387, 0.0954985, 3
2.825, 0.00382581, 0.0169207, 0.608896, 0.0169207, 0.0603759, 0.108159, 3
2.83, 0.00382537, 0.0169101, 0.608827, 0.0169101, 0.0535642, 0.0830869, 3
2.835, 0.00382483, 0.0169159, 0.60874, 0.0169159, 0.05601, 0.0805238, 3
2.84, 0.00382434, 0.0169012, 0.608663, 0.0169012, 0.0548935, 0.0858159, 3
2.845, 0.00382376, 0.0169077, 0.60857, 0.0169077, 0.0886187, 0.149378, 3
2.85, 0.00382326, 0.0168886, 0.608491, 0.0168886, 0.0927672, 0.137209, 3
2.855, 0.00382266, 0.0168921, 0.608396, 0.0168921, 0.0736245, 0.1169, 3
2.86, 0.00382214, 0.0168756, 0.608313, 0.0168756, 0.0555803, 0.165537, 3
2.865, 0.0038215, 0.0168807, 0.60821, 0.0168807, 0.0786285, 0.119038, 3
2.87, 0.00382095, 0.0168619, 0.608123, 0.0168619, 0.0721425, 0.132408, 3
2.875, 0.00382028, 0.0168644, 0.608017, 0.0168644, 0.0528264, 0.0965346, 3
2.88, 0.0038197, 0.0168491, 0.607925, 0.0168491, 0.058184, 0.137749, 3
2.885, 0.003819, 0.016854, 0.607812, 0.016854, 0.0580495, 0.109588, 3
2.89, 0.0038184, 0.0168349, 0.607717, 0.0168349, 0.0612297, 0.0876142, 3
2.895, 0.00381767, 0.016836, 0.6076, 0.016836, 0.0619, 0.101043, 3
2.9, 0.00381703, 0.0168217, 0.607499, 0.0168217, 0.0577066, 0.146185, 3
2.905, 0.00381627, 0.0168237, 0.607379, 0.0168237, 0.0547503, 0.0888447, 3
2.91, 0.00381561, 0.0168063, 0.607273, 0.0168063, 0.0597316, 0.180579, 3
2.915, 0.00381481, 0.0168031, 0.607146, 0.0168031, 0.0597371, 0.096532, 3
2.92, 0.00381414, 0.0167918, 0.607039, 0.0167918, 0.0625596, 0.0948662, 3
2.925, 0.0038133, 0.0167895, 0.606905, 0.0167895, 0.0653843, 0.108318, 3
