Iteration, Drag, Lift, Coeff Drag, CoeffLift, time prec, time solve
2.93, 0.00381257, 0.0167757, 0.606789, 0.0167757, 0.0536328, 0.0948029, 3
2.935, 0.00381175, 0.0167809, 0.606659, 0.0167809, 0.0586932, 0.101097, 3
2.94, 0.00381096, 0.0167669, 0.606533, 0.0167669, 0.0603833, 0.0981882, 3
2.945, 0.00381009, 0.0167647, 0.606395, 0.0167647, 0.0529056, 0.0966101, 3
2.95, 0.00380929, 0.016747, 0.606268, 0.016747, 0.0481282, 0.0906196, 3
2.955, 0.00380841, 0.0167425, 0.606127, 0.0167425, 0.0635784, 0.0977029, 3
2.96, 0.00380761, 0.0167313, 0.606, 0.0167313, 0.0548774, 0.0968562, 3
2.965, 0.00380661, 0.016721, 0.605841, 0.016721, 0.0564342, 0.0984964, 3
2.97, 0.00380577, 0.0167109, 0.605707, 0.0167109, 0.0524965, 0.0880679, 3
2.975, 0.00380488, 0.0167228, 0.605566, 0.0167228, 0.0558027, 0.0944035, 3
2.98, 0.00380397, 0.016703, 0.605421, 0.016703, 0.062363, 0.102735, 3
2.985, 0.00380298, 0.0166988, 0.605262, 0.0166988, 0.0553199, 0.084105, 3
2.99, 0.00380203, 0.0166844, 0.605112, 0.0166844, 0.0547589, 0.145326, 3
2.995, 0.00380108, 0.0166766, 0.60496, 0.0166766, 0.055472, 0.105896, 3
3, 0.00380015, 0.0166687, 0.604812, 0.0166687, 0.0553593, 0.0860322, 3
3.005, 0.0037991, 0.0166567, 0.604646, 0.0166567, 0.0707578, 0.131585, 3
3.01, 0.00379812, 0.0166493, 0.604489, 0.0166493, 0.0593, 0.0820547, 3
3.015, 0.00379705, 0.0166467, 0.60432, 0.0166467, 0.0525588, 0.0830249, 3
3.02, 0.00379602, 0.0166331, 0.604155, 0.0166331, 0.0567718, 0.084507, 3
3.025, 0.00379494, 0.0166246, 0.603984, 0.0166246, 0.0520346, 0.084682, 3
3.03, 0.0037939, 0.0166199, 0.603817, 0.0166199, 0.0541703, 0.0800141, 3
3.035, 0.0037928, 0.0165996, 0.603643, 0.0165996, 0.0604831, 0.0919405, 3
3.04, 0.00379168, 0.0166045, 0.603465, 0.0166045, 0.0551371, 0.0844386, 3
3.045, 0.00379054, 0.016589, 0.603283, 0.016589, 0.0550713, 0.0855264, 3
3.05, 0.00378948, 0.0165792, 0.603115, 0.0165792, 0.0542147, 0.0829218, 3
3.055, 0.00378826, 0.0165704, 0.60292, 0.0165704, 0.0685666, 0.125729, 3
3.06, 0.00378712, 0.0165609, 0.602738, 0.0165609, 0.0557501, 0.08844, 3
3.065, 0.00378596, 0.0165512, 0.602554, 0.0165512, 0.0522652, 0.0856773, 3
3.07, 0.00378476, 0.0165458, 0.602363, 0.0165458, 0.0564504, 0.178712, 3
3.075, 0.00378358, 0.0165308, 0.602176, 0.0165308, 0.067213, 0.0870481, 3
3.08, 0.00378238, 0.0165216, 0.601984, 0.0165216, 0.0538299, 0.0831972, 3
3.085, 0.0037811, 0.0165136, 0.601781, 0.0165136, 0.0570402, 0.082288, 3
3.09, 0.00377986, 0.0165019, 0.601583, 0.0165019, 0.0532909, 0.0897375, 3
3.095, 0.00377861, 0.0164923, 0.601384, 0.0164923, 0.0535859, 0.0827579, 3
3.1, 0.00377735, 0.0164851, 0.601184, 0.0164851, 0.0559113, 0.0842156, 3
3.105, 0.00377602, 0.0164747, 0.600972, 0.0164747, 0.0516366, 0.0860947, 3
3.11, 0.00377472, 0.0164641, 0.600765, 0.0164641, 0.0521448, 0.0844923, 3
3.115, 0.00377341, 0.016453, 0.600557, 0.016453, 0.0523163, 0.082541, 3
3.12, 0.0037721, 0.0164461, 0.600348, 0.0164461, 0.0577767, 0.0827657, 3
3.125, 0.00377073, 0.0164353, 0.60013, 0.0164353, 0.0530508, 0.0820769, 3
3.13, 0.00376936, 0.0164221, 0.599912, 0.0164221, 0.053838, 0.0836259, 3
3.135, 0.00376799, 0.016411, 0.599694, 0.016411, 0.0554896, 0.0834672, 3
3.14, 0.0037666, 0.0164029, 0.599474, 0.0164029, 0.0537257, 0.0833603, 3
3.145, 0.00376519, 0.0163928, 0.599248, 0.0163928, 0.0520866, 0.0838959, 3
3.15, 0.00376375, 0.0163799, 0.59902, 0.0163799, 0.0555252, 0.0849771, 3
3.155, 0.00376233, 0.0163677, 0.598794, 0.0163677, 0.0526254, 0.0824455, 3
3.16, 0.00376089, 0.0163591, 0.598564, 0.0163591, 0.0522802, 0.0839385, 3
3.165, 0.00375942, 0.0163486, 0.59833, 0.0163486, 0.054034, 0.0854867, 3
3.17, 0.00375792, 0.0163357, 0.598092, 0.0163357, 0.0546233, 0.0853297, 3
3.175, 0.00375645, 0.0163244, 0.597857, 0.0163244, 0.0545831, 0.0824001, 3
3.18, 0.00375493, 0.0163135, 0.597616, 0.0163135, 0.0546887, 0.0860283, 3
3.185, 0.00375342, 0.0163032, 0.597375, 0.0163032, 0.051621, 0.0846051, 3
3.19, 0.00375186, 0.0162912, 0.597127, 0.0162912, 0.0517675, 0.0830006, 3
3.195, 0.00375033, 0.0162789, 0.596883, 0.0162789, 0.053116, 0.0863739, 3
3.2, 0.00374876, 0.0162679, 0.596633, 0.0162679, 0.0518719, 0.0857814, 3
3.205, 0.00374718, 0.0162579, 0.596383, 0.0162579, 0.052734, 0.0804876, 3
3.21, 0.00374557, 0.0162456, 0.596126, 0.0162456, 0.0558225, 0.0862257, 3
3.215, 0.00374398, 0.0162326, 0.595873, 0.0162326, 0.0545383, 0.0860862, 3
3.22, 0.00374234, 0.016222, 0.595613, 0.016222, 0.054496, 0.0864587, 3
3.225, 0.00374071, 0.0162111, 0.595353, 0.0162111, 0.0546011, 0.0836362, 3
3.23, 0.00373904, 0.0161988, 0.595087, 0.0161988, 0.0543544, 0.0840007, 3
3.235, 0.00373739, 0.0161861, 0.594825, 0.0161861, 0.0578573, 0.0891924, 3
3.24, 0.0037357, 0.0161743, 0.594556, 0.0161743, 0.052134, 0.0881149, 3
3.245, 0.00373402, 0.0161625, 0.594287, 0.0161625, 0.067258, 0.167552, 3
3.25, 0.00373229, 0.0161504, 0.594013, 0.0161504, 0.0612683, 0.113475, 3
3.255, 0.00373058, 0.0161373, 0.593741, 0.0161373, 0.0539339, 0.0947199, 3
3.26, 0.00372883, 0.0161254, 0.593462, 0.0161254, 0.0564712, 0.0941809, 3
3.265, 0.0037271, 0.016111, 0.593186, 0.016111, 0.064219, 0.0870977, 3
3.27, 0.00372531, 0.0161023, 0.592902, 0.0161023, 0.0539909, 0.0864551, 3
3.275, 0.00372355, 0.0160867, 0.592621, 0.0160867, 0.0556421, 0.106644, 3
3.28, 0.00372174, 0.0160754, 0.592333, 0.0160754, 0.0554784, 0.0807895, 3
3.285, 0.00371994, 0.0160615, 0.592046, 0.0160615, 0.0613235, 0.117464, 3
3.29, 0.00371811, 0.0160494, 0.591755, 0.0160494, 0.103961, 0.122045, 3
3.295, 0.00371627, 0.0160361, 0.591463, 0.0160361, 0.0558862, 0.0858351, 3
3.3, 0.00371442, 0.0160236, 0.591168, 0.0160236, 0.0660241, 0.201088, 3
3.305, 0.00371255, 0.016011, 0.59087, 0.016011, 0.052152, 0.0853708, 3
3.31, 0.00371066, 0.015998, 0.590571, 0.015998, 0.0562485, 0.0941104, 3
3.315, 0.00370877, 0.0159848, 0.590269, 0.0159848, 0.0601267, 0.14619, 3
3.32, 0.00370686, 0.0159716, 0.589965, 0.0159716, 0.0556452, 0.138325, 3
3.325, 0.00370493, 0.0159584, 0.589659, 0.0159584, 0.0537015, 0.0835489, 3
3.33, 0.00370299, 0.015945, 0.58935, 0.015945, 0.0525482, 0.0858034, 3
3.335, 0.00370104, 0.0159317, 0.589039, 0.0159317, 0.0537452, 0.0841831, 3
3.34, 0.00369907, 0.0159181, 0.588726, 0.0159181, 0.0520842, 0.102966, 3
3.345, 0.00369709, 0.0159046, 0.58841, 0.0159046, 0.0556882, 0.0921778, 3
3.35, 0.0036951, 0.0158909, 0.588093, 0.0158909, 0.0542427, 0.0890902, 3
3.355, 0.00369308, 0.0158772, 0.587773, 0.0158772, 0.0534555, 0.111959, 3
3.36, 0.00369106, 0.0158635, 0.58745, 0.0158635, 0.0525623, 0.0897014, 3
3.365, 0.00368902, 0.0158495, 0.587126, 0.0158495, 0.0534995, 0.0897832, 3
3.37, 0.00368697, 0.0158357, 0.586799, 0.0158357, 0.0538866, 0.0892814, 3
3.375, 0.0036849, 0.0158199, 0.58647, 0.0158199, 0.0596306, 0.0973375, 3
3.38, 0.00368282, 0.0158092, 0.586139, 0.0158092, 0.0568322, 0.104163, 3
3.385, 0.00368073, 0.0157929, 0.585806, 0.0157929, 0.0554815, 0.0866835, 3
3.39, 0.00367861, 0.0157778, 0.585469, 0.0157778, 0.0543567, 0.107636, 3
3.395, 0.00367649, 0.0157665, 0.585131, 0.0157665, 0.0525374, 0.0933488, 3
3.4, 0.00367436, 0.01575, 0.584792, 0.01575, 0.0595874, 0.106228, 3
3.405, 0.0036722, 0.015736, 0.584449, 0.015736, 0.054748, 0.0860543, 3
3.41, 0.00367003, 0.0157214, 0.584104, 0.0157214, 0.0513733, 0.0910213, 3
3.415, 0.00366785, 0.0157068, 0.583757, 0.0157068, 0.0518412, 0.0840128, 3
3.42, 0.00366566, 0.015692, 0.583408, 0.015692, 0.0563927, 0.106291, 3
3.425, 0.00366345, 0.0156774, 0.583056, 0.0156774, 0.0662228, 0.111281, 3
3.43, 0.00366123, 0.0156625, 0.582702, 0.0156625, 0.0545422, 0.128726, 3
3.435, 0.00365899, 0.0156476, 0.582346, 0.0156476, 0.0547491, 0.0828284, 3
3.44, 0.00365674, 0.0156326, 0.581988, 0.0156326, 0.0537718, 0.0856068, 3
3.445, 0.00365447, 0.0156176, 0.581627, 0.0156176, 0.0580619, 0.128173, 3
3.45, 0.00365219, 0.0156025, 0.581265, 0.0156025, 0.0726928, 0.0944278, 3
3.455, 0.0036499, 0.0155873, 0.5809, 0.0155873, 0.0551502, 0.0949809, 3
3.46, 0.00364759, 0.0155721, 0.580532, 0.0155721, 0.0876858, 0.0910726, 3
3.465, 0.00364527, 0.0155568, 0.580163, 0.0155568, 0.0536485, 0.0856614, 3
3.47, 0.00364294, 0.0155414, 0.579791, 0.0155414, 0.0549354, 0.0861385, 3
3.475, 0.00364059, 0.0155259, 0.579417, 0.0155259, 0.0528533, 0.0848144, 3
3.48, 0.00363822, 0.0155104, 0.579041, 0.0155104, 0.0524906, 0.0861284, 3
3.485, 0.00363585, 0.0154948, 0.578663, 0.0154948, 0.0566481, 0.0942748, 3
3.49, 0.00363345, 0.0154791, 0.578282, 0.0154791, 0.0530674, 0.0838894, 3
3.495, 0.00363105, 0.0154634, 0.577899, 0.0154634, 0.0799956, 0.130884, 3
3.5, 0.00362863, 0.0154475, 0.577514, 0.0154475, 0.0551353, 0.0881601, 3
3.505, 0.0036262, 0.0154317, 0.577127, 0.0154317, 0.0540231, 0.0855718, 3
3.51, 0.00362375, 0.0154157, 0.576737, 0.0154157, 0.055177, 0.0841648, 3
3.515, 0.00362129, 0.0153997, 0.576346, 0.0153997, 0.0539972, 0.0819265, 3
3.52, 0.00361881, 0.0153835, 0.575952, 0.0153835, 0.0545003, 0.0859434, 3
3.525, 0.00361632, 0.0153674, 0.575556, 0.0153674, 0.0531339, 0.08581, 3
3.53, 0.00361382, 0.0153512, 0.575157, 0.0153512, 0.054794, 0.0842354, 3
3.535, 0.0036113, 0.0153349, 0.574756, 0.0153349, 0.051342, 0.0847149, 3
3.54, 0.00360877, 0.0153186, 0.574354, 0.0153186, 0.0543595, 0.0833848, 3
3.545, 0.00360623, 0.0153021, 0.573949, 0.0153021, 0.0563081, 0.0818753, 3
3.55, 0.00360367, 0.0152856, 0.573541, 0.0152856, 0.0552388, 0.0866832, 3
3.555, 0.00360109, 0.015269, 0.573132, 0.015269, 0.0542305, 0.0853469, 3
3.56, 0.00359851, 0.0152523, 0.57272, 0.0152523, 0.0533224, 0.0846492, 3
3.565, 0.00359591, 0.0152356, 0.572306, 0.0152356, 0.0551938, 0.0860864, 3
3.57, 0.00359329, 0.0152188, 0.57189, 0.0152188, 0.0597299, 0.110423, 3
3.575, 0.00359067, 0.015202, 0.571472, 0.015202, 0.0647732, 0.114651, 3
3.58, 0.00358803, 0.0151853, 0.571052, 0.0151853, 0.058815, 0.155692, 3
3.585, 0.00358537, 0.0151686, 0.57063, 0.0151686, 0.0542444, 0.0873599, 3
3.59, 0.0035827, 0.0151515, 0.570205, 0.0151515, 0.0564474, 0.0930219, 3
3.595, 0.00358002, 0.0151344, 0.569778, 0.0151344, 0.0579389, 0.0939753, 3
3.6, 0.00357732, 0.0151172, 0.569349, 0.0151172, 0.0590295, 0.114264, 3
3.605, 0.00357461, 0.0151, 0.568917, 0.0151, 0.0579705, 0.0990187, 3
3.61, 0.00357189, 0.0150826, 0.568484, 0.0150826, 0.0767174, 0.0904453, 3
3.615, 0.00356915, 0.0150653, 0.568048, 0.0150653, 0.0544585, 0.085845, 3
3.62, 0.0035664, 0.0150479, 0.56761, 0.0150479, 0.0555263, 0.0878121, 3
3.625, 0.00356363, 0.0150304, 0.56717, 0.0150304, 0.0589751, 0.107877, 3
3.63, 0.00356085, 0.0150128, 0.566728, 0.0150128, 0.0586488, 0.0997456, 3
3.635, 0.00355806, 0.0149951, 0.566283, 0.0149951, 0.0515306, 0.0882604, 3
3.64, 0.00355526, 0.0149774, 0.565836, 0.0149774, 0.056777, 0.0978707, 3
3.645, 0.00355243, 0.0149596, 0.565388, 0.0149596, 0.058077, 0.097381, 3
3.65, 0.0035496, 0.0149417, 0.564937, 0.0149417, 0.056625, 0.0902583, 3
3.655, 0.00354675, 0.0149232, 0.564483, 0.0149232, 0.0524293, 0.0865081, 3
3.66, 0.00354389, 0.0149058, 0.564028, 0.0149058, 0.0552966, 0.101052, 3
3.665, 0.00354102, 0.0148877, 0.56357, 0.0148877, 0.0535441, 0.0996376, 3
3.67, 0.00353813, 0.0148695, 0.563111, 0.0148695, 0.055688, 0.0991852, 3
3.675, 0.00353523, 0.0148513, 0.562649, 0.0148513, 0.0560394, 0.0993017, 3
3.68, 0.00353231, 0.0148331, 0.562185, 0.0148331, 0.0539847, 0.098061, 3
3.685, 0.00352938, 0.0148147, 0.561718, 0.0148147, 0.0569656, 0.113025, 3
3.69, 0.00352644, 0.0147963, 0.56125, 0.0147963, 0.056285, 0.0960041, 3
3.695, 0.00352348, 0.0147773, 0.56078, 0.0147773, 0.0621899, 0.107132, 3
3.7, 0.00352051, 0.0147593, 0.560306, 0.0147593, 0.0618088, 0.105884, 3
3.705, 0.00351753, 0.0147407, 0.559832, 0.0147407, 0.0551736, 0.0965172, 3
3.71, 0.00351453, 0.014722, 0.559355, 0.014722, 0.0560705, 0.0940289, 3
3.715, 0.00351152, 0.0147033, 0.558876, 0.0147033, 0.061396, 0.0973031, 3
3.72, 0.0035085, 0.0146845, 0.558394, 0.0146845, 0.0561542, 0.0905189, 3
3.725, 0.00350546, 0.0146656, 0.557911, 0.0146656, 0.0552386, 0.0992132, 3
3.73, 0.00350241, 0.0146467, 0.557425, 0.0146467, 0.0551321, 0.0872235, 3
3.735, 0.00349934, 0.0146277, 0.556938, 0.0146277, 0.052996, 0.086026, 3
3.74, 0.00349626, 0.0146086, 0.556448, 0.0146086, 0.0520761, 0.0896491, 3
3.745, 0.00349317, 0.0145895, 0.555956, 0.0145895, 0.0588219, 0.0843142, 3
3.75, 0.00349007, 0.0145703, 0.555462, 0.0145703, 0.0542307, 0.0866036, 3
3.755, 0.00348695, 0.014551, 0.554965, 0.014551, 0.0542301, 0.0875365, 3
3.76, 0.00348382, 0.0145317, 0.554467, 0.0145317, 0.0537365, 0.0855968, 3
3.765, 0.00348067, 0.0145123, 0.553966, 0.0145123, 0.0571008, 0.085515, 3
3.77, 0.00347752, 0.0144927, 0.553464, 0.0144927, 0.0555802, 0.0876287, 3
3.775, 0.00347435, 0.014473, 0.552959, 0.014473, 0.0632329, 0.0882557, 3
3.78, 0.00347116, 0.0144535, 0.552452, 0.0144535, 0.0566641, 0.0992968, 3
3.785, 0.00346796, 0.0144338, 0.551943, 0.0144338, 0.0546779, 0.0864871, 3
3.79, 0.00346475, 0.0144141, 0.551432, 0.0144141, 0.0548927, 0.0861864, 3
3.795, 0.00346152, 0.0143944, 0.550919, 0.0143944, 0.0564039, 0.0951777, 3
3.8, 0.00345829, 0.0143745, 0.550403, 0.0143745, 0.0636179, 0.111761, 3
3.805, 0.00345503, 0.0143546, 0.549886, 0.0143546, 0.0565598, 0.0977971, 3
3.81, 0.00345177, 0.0143347, 0.549366, 0.0143347, 0.0550461, 0.094196, 3
3.815, 0.00344849, 0.0143147, 0.548844, 0.0143147, 0.0547198, 0.0869001, 3
3.82, 0.0034452, 0.0142946, 0.54832, 0.0142946, 0.0593043, 0.111459, 3
3.825, 0.00344189, 0.0142744, 0.547794, 0.0142744, 0.058646, 0.0962707, 3
3.83, 0.00343858, 0.0142542, 0.547266, 0.0142542, 0.0560675, 0.106096, 3
3.835, 0.00343524, 0.0142339, 0.546736, 0.0142339, 0.0562056, 0.0894479, 3
3.84, 0.0034319, 0.0142136, 0.546204, 0.0142136, 0.0596423, 0.0924992, 3
3.845, 0.00342854, 0.0141932, 0.545669, 0.0141932, 0.0549007, 0.090613, 3
3.85, 0.00342517, 0.0141727, 0.545133, 0.0141727, 0.0572832, 0.0930842, 3
3.855, 0.00342179, 0.0141522, 0.544594, 0.0141522, 0.0580319, 0.0965172, 3
3.86, 0.00341839, 0.0141316, 0.544054, 0.0141316, 0.0555834, 0.101849, 3
3.865, 0.00341498, 0.0141106, 0.543511, 0.0141106, 0.0648864, 0.137299, 3
3.87, 0.00341156, 0.0140896, 0.542966, 0.0140896, 0.0535425, 0.0948559, 3
3.875, 0.00340812, 0.0140688, 0.542419, 0.0140688, 0.0559771, 0.0941329, 3
3.88, 0.00340467, 0.014048, 0.54187, 0.014048, 0.0545574, 0.0964649, 3
3.885, 0.00340121, 0.0140271, 0.541319, 0.0140271, 0.0540578, 0.0999933, 3
3.89, 0.00339773, 0.0140061, 0.540765, 0.0140061, 0.0538312, 0.0894389, 3
3.895, 0.00339424, 0.0139851, 0.54021, 0.0139851, 0.0528689, 0.0920549, 3
3.9, 0.00339074, 0.013964, 0.539653, 0.013964, 0.0533945, 0.0913673, 3
3.905, 0.00338722, 0.0139428, 0.539093, 0.0139428, 0.0575792, 0.0943941, 3
3.91, 0.0033837, 0.0139216, 0.538532, 0.0139216, 0.0590133, 0.0956459, 3
3.915, 0.00338015, 0.0139004, 0.537968, 0.0139004, 0.0555558, 0.0982538, 3
3.92, 0.0033766, 0.013879, 0.537403, 0.013879, 0.055327, 0.0898882, 3
3.925, 0.00337303, 0.0138573, 0.536835, 0.0138573, 0.0535546, 0.0895461, 3
3.93, 0.00336945, 0.0138357, 0.536265, 0.0138357, 0.0552028, 0.0885955, 3
3.935, 0.00336586, 0.0138141, 0.535693, 0.0138141, 0.0563793, 0.0946323, 3
3.94, 0.00336225, 0.0137926, 0.535119, 0.0137926, 0.0543961, 0.0877288, 3
3.945, 0.00335864, 0.013771, 0.534543, 0.013771, 0.0582896, 0.0919161, 3
3.95, 0.003355, 0.0137493, 0.533965, 0.0137493, 0.0548467, 0.0878494, 3
3.955, 0.00335136, 0.0137276, 0.533385, 0.0137276, 0.0554585, 0.0945236, 3
3.96, 0.0033477, 0.0137058, 0.532803, 0.0137058, 0.0604142, 0.0931134, 3
3.965, 0.00334403, 0.0136839, 0.532219, 0.0136839, 0.0552004, 0.0970923, 3
3.97, 0.00334035, 0.013662, 0.531633, 0.013662, 0.0591029, 0.108572, 3
3.975, 0.00333665, 0.01364, 0.531045, 0.01364, 0.0550639, 0.100546, 3
3.98, 0.00333294, 0.0136179, 0.530454, 0.0136179, 0.0565736, 0.0929899, 3
3.985, 0.00332922, 0.0135958, 0.529862, 0.0135958, 0.0532767, 0.0854741, 3
3.99, 0.00332549, 0.0135736, 0.529268, 0.0135736, 0.0549533, 0.0876104, 3
3.995, 0.00332174, 0.0135514, 0.528671, 0.0135514, 0.0610082, 0.122053, 3
4, 0.00331798, 0.0135291, 0.528073, 0.0135291, 0.0567604, 0.0977695, 3
4.005, 0.00331421, 0.0135062, 0.527472, 0.0135062, 0.0841639, 0.134506, 3
4.01, 0.00331042, 0.0134852, 0.52687, 0.0134852, 0.0549331, 0.0856267, 3
4.015, 0.00330662, 0.0134608, 0.526265, 0.0134608, 0.0538169, 0.091767, 3
4.02, 0.00330281, 0.0134397, 0.525659, 0.0134397, 0.0588709, 0.0950442, 3
4.025, 0.00329899, 0.0134164, 0.52505, 0.0134164, 0.0600064, 0.0997262, 3
4.03, 0.00329515, 0.0133937, 0.52444, 0.0133937, 0.0564345, 0.101276, 3
4.035, 0.0032913, 0.013371, 0.523827, 0.013371, 0.0549704, 0.0865587, 3
4.04, 0.00328744, 0.0133482, 0.523213, 0.0133482, 0.0541129, 0.0880889, 3
4.045, 0.00328357, 0.0133254, 0.522596, 0.0133254, 0.0540896, 0.10236, 3
4.05, 0.00327968, 0.0133025, 0.521977, 0.0133025, 0.0536777, 0.0879012, 3
4.055, 0.00327578, 0.0132796, 0.521357, 0.0132796, 0.0540286, 0.0893766, 3
4.06, 0.00327187, 0.0132566, 0.520734, 0.0132566, 0.0579139, 0.0986855, 3
4.065, 0.00326794, 0.0132335, 0.520109, 0.0132335, 0.0580547, 0.106807, 3
4.07, 0.00326401, 0.0132104, 0.519483, 0.0132104, 0.0540444, 0.0917493, 3
4.075, 0.00326006, 0.013187, 0.518854, 0.013187, 0.0548815, 0.092901, 3
4.08, 0.00325609, 0.0131633, 0.518223, 0.0131633, 0.0615069, 0.128078, 3
4.085, 0.00325212, 0.0131398, 0.517591, 0.0131398, 0.0578288, 0.0937392, 3
4.09, 0.00324813, 0.0131162, 0.516956, 0.0131162, 0.0765521, 0.10454, 3
4.095, 0.00324413, 0.0130928, 0.516319, 0.0130928, 0.056491, 0.0879337, 3
4.1, 0.00324012, 0.0130693, 0.51568, 0.0130693, 0.0591377, 0.102391, 3
4.105, 0.00323609, 0.0130454, 0.51504, 0.0130454, 0.0543044, 0.0888456, 3
4.11, 0.00323205, 0.0130213, 0.514397, 0.0130213, 0.0545392, 0.0916905, 3
4.115, 0.003228, 0.0129976, 0.513753, 0.0129976, 0.0563462, 0.0925304, 3
4.12, 0.00322394, 0.0129739, 0.513106, 0.0129739, 0.0573286, 0.0887144, 3
4.125, 0.00321986, 0.01295, 0.512457, 0.01295, 0.0558871, 0.0894516, 3
4.13, 0.00321578, 0.0129261, 0.511807, 0.0129261, 0.0577746, 0.100986, 3
4.135, 0.00321168, 0.0129022, 0.511154, 0.0129022, 0.0550887, 0.0909938, 3
4.14, 0.00320757, 0.0128783, 0.5105, 0.0128783, 0.0551913, 0.09712, 3
4.145, 0.00320344, 0.0128543, 0.509843, 0.0128543, 0.0558007, 0.0991005, 3
4.15, 0.0031993, 0.0128302, 0.509185, 0.0128302, 0.0567383, 0.0895293, 3
4.155, 0.00319516, 0.0128061, 0.508525, 0.0128061, 0.0567715, 0.0899996, 3
4.16, 0.00319099, 0.012782, 0.507862, 0.012782, 0.0539929, 0.0934594, 3
4.165, 0.00318682, 0.0127577, 0.507198, 0.0127577, 0.0572125, 0.0970408, 3
4.17, 0.00318263, 0.0127334, 0.506532, 0.0127334, 0.0513707, 0.0829251, 3
4.175, 0.00317844, 0.0127091, 0.505864, 0.0127091, 0.0558441, 0.0832421, 3
4.18, 0.00317423, 0.0126846, 0.505194, 0.0126846, 0.0571167, 0.0853322, 3
4.185, 0.00317, 0.0126602, 0.504522, 0.0126602, 0.0536945, 0.0889113, 3
4.19, 0.00316577, 0.0126357, 0.503848, 0.0126357, 0.0567426, 0.0913515, 3
4.195, 0.00316152, 0.0126108, 0.503172, 0.0126108, 0.059221, 0.104213, 3
4.2, 0.00315726, 0.0125857, 0.502493, 0.0125857, 0.0549766, 0.0853365, 3
4.205, 0.00315299, 0.0125609, 0.501814, 0.0125609, 0.0587573, 0.100187, 3
4.21, 0.00314871, 0.0125362, 0.501132, 0.0125362, 0.0551733, 0.0915052, 3
4.215, 0.00314441, 0.0125114, 0.500448, 0.0125114, 0.0518028, 0.0829049, 3
4.22, 0.0031401, 0.0124865, 0.499763, 0.0124865, 0.0568968, 0.0839081, 3
4.225, 0.00313578, 0.0124616, 0.499076, 0.0124616, 0.0628613, 0.0998018, 3
4.23, 0.00313145, 0.0124366, 0.498386, 0.0124366, 0.0608686, 0.110154, 3
4.235, 0.00312711, 0.0124115, 0.497695, 0.0124115, 0.0687458, 0.112426, 3
4.24, 0.00312275, 0.0123865, 0.497002, 0.0123865, 0.0654392, 0.0966652, 3
4.245, 0.00311839, 0.0123613, 0.496307, 0.0123613, 0.0566127, 0.0856453, 3
4.25, 0.00311401, 0.0123361, 0.49561, 0.0123361, 0.0559043, 0.084669, 3
4.255, 0.00310962, 0.0123109, 0.494911, 0.0123109, 0.0579226, 0.088276, 3
4.26, 0.00310521, 0.0122856, 0.49421, 0.0122856, 0.0575839, 0.106669, 3
4.265, 0.0031008, 0.0122602, 0.493507, 0.0122602, 0.0563291, 0.0862789, 3
4.27, 0.00309637, 0.0122348, 0.492803, 0.0122348, 0.0550768, 0.0800167, 3
4.275, 0.00309193, 0.0122094, 0.492096, 0.0122094, 0.0655922, 0.0816041, 3
4.28, 0.00308748, 0.0121838, 0.491388, 0.0121838, 0.0535842, 0.0815859, 3
4.285, 0.00308302, 0.0121582, 0.490678, 0.0121582, 0.0929436, 0.0835616, 3
4.29, 0.00307854, 0.0121325, 0.489966, 0.0121325, 0.063961, 0.104708, 3
4.295, 0.00307406, 0.0121069, 0.489252, 0.0121069, 0.0789978, 0.116739, 3
4.3, 0.00306956, 0.0120812, 0.488536, 0.0120812, 0.0575291, 0.0883789, 3
4.305, 0.00306505, 0.0120554, 0.487818, 0.0120554, 0.0709898, 0.141329, 3
4.31, 0.00306053, 0.0120295, 0.487098, 0.0120295, 0.0590269, 0.0944867, 3
4.315, 0.00305599, 0.0120037, 0.486377, 0.0120037, 0.0539335, 0.0897714, 3
4.32, 0.00305145, 0.0119777, 0.485653, 0.0119777, 0.0600319, 0.11196, 3
4.325, 0.00304689, 0.0119517, 0.484928, 0.0119517, 0.0524777, 0.0814039, 3
4.33, 0.00304232, 0.0119257, 0.484201, 0.0119257, 0.0551529, 0.0814846, 3
4.335, 0.00303774, 0.0118996, 0.483472, 0.0118996, 0.0545383, 0.0939283, 3
4.34, 0.00303315, 0.0118734, 0.482741, 0.0118734, 0.0535524, 0.0939987, 3
4.345, 0.00302855, 0.0118472, 0.482008, 0.0118472, 0.0610962, 0.135188, 3
4.35, 0.00302393, 0.011821, 0.481273, 0.011821, 0.056901, 0.0867159, 3
4.355, 0.0030193, 0.0117949, 0.480537, 0.0117949, 0.0536626, 0.0813269, 3
4.36, 0.00301466, 0.0117686, 0.479799, 0.0117686, 0.0609192, 0.0871358, 3
4.365, 0.00301001, 0.0117423, 0.479058, 0.0117423, 0.0570523, 0.106083, 3
4.37, 0.00300535, 0.0117164, 0.478316, 0.0117164, 0.0886787, 0.0803073, 3
4.375, 0.00300068, 0.01169, 0.477573, 0.01169, 0.0547092, 0.117327, 3
4.38, 0.002996, 0.0116635, 0.476828, 0.0116635, 0.06558, 0.192572, 3
4.385, 0.0029913, 0.0116368, 0.47608, 0.0116368, 0.0600089, 0.100405, 3
4.39, 0.00298659, 0.0116101, 0.475331, 0.0116101, 0.0567364, 0.0866832, 3
4.395, 0.00298187, 0.0115834, 0.474579, 0.0115834, 0.0580612, 0.0957714, 3
