Iteration, Drag, Lift, Coeff Drag, CoeffLift, time prec, time solve
1.6, 0.0174276, 0.0102603, 0.319402, 0.0102603, 0.0381812, 0.220527
1.605, 0.0174537, 0.0101359, 0.318167, 0.0101359, 0.037184, 0.252772
1.61, 0.0174562, 0.0100559, 0.316514, 0.0100559, 0.0382841, 0.136537
1.615, 0.0174685, 0.0101601, 0.315055, 0.0101601, 0.0390151, 0.122724
1.62, 0.0174946, 0.00993528, 0.313856, 0.00993528, 0.0371782, 0.152923
1.625, 0.0174987, 0.0101363, 0.312274, 0.0101363, 0.0389597, 0.257356
1.63, 0.0175073, 0.00982333, 0.310789, 0.00982333, 0.0398503, 0.164251
1.635, 0.0175484, 0.0099924, 0.30989, 0.0099924, 0.0387689, 0.180081
1.64, 0.0175453, 0.00987206, 0.308223, 0.00987206, 0.0386664, 0.18845
1.645, 0.0175726, 0.00974486, 0.3071, 0.00974486, 0.0368036, 0.215318
1.65, 0.0175662, 0.00996766, 0.305403, 0.00996766, 0.0404061, 0.213222
1.655, 0.0175981, 0.00970714, 0.304384, 0.00970714, 0.039054, 0.236957
1.66, 0.0175951, 0.00969574, 0.302774, 0.00969574, 0.0354005, 0.245976
1.665, 0.0176245, 0.00964032, 0.301734, 0.00964032, 0.0395124, 0.242926
1.67, 0.0176388, 0.00969477, 0.300444, 0.00969477, 0.0382402, 0.121261
1.675, 0.0176522, 0.00948015, 0.29915, 0.00948015, 0.0352931, 0.137514
1.68, 0.0176594, 0.00961347, 0.297765, 0.00961347, 0.0369545, 0.233714
1.685, 0.0176865, 0.00944061, 0.296724, 0.00944061, 0.0382849, 0.184121
1.69, 0.0176845, 0.00955142, 0.295207, 0.00955142, 0.0402638, 0.135395
1.695, 0.0176997, 0.00950784, 0.29399, 0.00950784, 0.0388059, 0.280839
1.7, 0.0177218, 0.00932338, 0.292897, 0.00932338, 0.0387602, 0.194625
1.705, 0.0177354, 0.00941586, 0.291674, 0.00941586, 0.0378568, 0.167171
1.71, 0.0177444, 0.00933263, 0.290387, 0.00933263, 0.0378028, 0.139859
1.715, 0.0177574, 0.00916483, 0.289176, 0.00916483, 0.0410625, 0.131568
1.72, 0.0177769, 0.00932473, 0.288081, 0.00932473, 0.0362502, 0.138142
1.725, 0.0177794, 0.00911062, 0.286721, 0.00911062, 0.0382246, 0.191703
1.73, 0.0178045, 0.00925839, 0.285736, 0.00925839, 0.038254, 0.124197
1.735, 0.0178074, 0.0092061, 0.284404, 0.0092061, 0.036026, 0.130509
1.74, 0.0178439, 0.00887494, 0.283619, 0.00887494, 0.0410077, 0.292841
1.745, 0.0178276, 0.00931372, 0.282004, 0.00931372, 0.0386278, 0.110583
1.75, 0.0178569, 0.00894013, 0.281123, 0.00894013, 0.037762, 0.135083
1.755, 0.0178718, 0.00904385, 0.280021, 0.00904385, 0.0368384, 0.212121
1.76, 0.0178735, 0.0090784, 0.278724, 0.0090784, 0.040619, 0.279247
1.765, 0.0178823, 0.00885284, 0.27755, 0.00885284, 0.0389552, 0.181588
1.77, 0.0179133, 0.00890469, 0.276727, 0.00890469, 0.0383779, 0.244839
1.775, 0.0179164, 0.00909223, 0.275482, 0.00909223, 0.0374973, 0.284462
1.78, 0.0179474, 0.00876029, 0.274675, 0.00876029, 0.0370534, 0.279877
1.785, 0.017927, 0.00865321, 0.273092, 0.00865321, 0.0371047, 0.158518
1.79, 0.0179568, 0.00879285, 0.272283, 0.00879285, 0.0374685, 0.140307
1.795, 0.0179648, 0.0087583, 0.271153, 0.0087583, 0.0373683, 0.20771
1.8, 0.0179884, 0.00880215, 0.270266, 0.00880215, 0.0380889, 0.244834
1.805, 0.0179897, 0.00858051, 0.269052, 0.00858051, 0.0399463, 0.285412
1.81, 0.0180015, 0.00865949, 0.268006, 0.00865949, 0.0433248, 0.266714
1.815, 0.0180205, 0.00869662, 0.267075, 0.00869662, 0.0431177, 0.19162
1.82, 0.0180248, 0.0085465, 0.265936, 0.0085465, 0.0410968, 0.196794
1.825, 0.0180455, 0.00848122, 0.265046, 0.00848122, 0.0400911, 0.176172
1.83, 0.0180575, 0.00857081, 0.264036, 0.00857081, 0.0422523, 0.146525
1.835, 0.0180604, 0.00840053, 0.262903, 0.00840053, 0.0421441, 0.301832
1.84, 0.018071, 0.00850452, 0.261891, 0.00850452, 0.0455197, 0.409875
1.845, 0.0180978, 0.00838832, 0.26112, 0.00838832, 0.0437861, 0.215045
1.85, 0.0181033, 0.00848943, 0.26005, 0.00848943, 0.040577, 0.230673
1.855, 0.0181025, 0.00819947, 0.258898, 0.00819947, 0.0461615, 0.184677
1.86, 0.0181399, 0.00856582, 0.2583, 0.00856582, 0.0392691, 0.198152
1.865, 0.0181376, 0.00824177, 0.257144, 0.00824177, 0.0421482, 0.311836
1.87, 0.0181341, 0.00818137, 0.255981, 0.00818137, 0.0413807, 0.153255
1.875, 0.0181675, 0.00831972, 0.255346, 0.00831972, 0.0404882, 0.2102
1.88, 0.0181655, 0.00818781, 0.254221, 0.00818781, 0.0394792, 0.145429
1.885, 0.0181782, 0.00818233, 0.253309, 0.00818233, 0.0414967, 0.136925
1.89, 0.0181857, 0.00822473, 0.252334, 0.00822473, 0.0417836, 0.150397
1.895, 0.018209, 0.00811305, 0.251583, 0.00811305, 0.041724, 0.138017
1.9, 0.0181976, 0.0081453, 0.250361, 0.0081453, 0.0412201, 0.197109
1.905, 0.0182355, 0.0081479, 0.249826, 0.0081479, 0.0446905, 0.262363
1.91, 0.0182373, 0.00795318, 0.248802, 0.00795318, 0.0410716, 0.134685
1.915, 0.0182527, 0.00801502, 0.24797, 0.00801502, 0.0403464, 0.14856
1.92, 0.0182532, 0.007976, 0.246944, 0.007976, 0.0426365, 0.172116
1.925, 0.0182732, 0.00794904, 0.246189, 0.00794904, 0.040837, 0.157224
1.93, 0.0182685, 0.00792299, 0.24511, 0.00792299, 0.0390338, 0.192103
1.935, 0.0182953, 0.0080243, 0.244458, 0.0080243, 0.0413316, 0.149378
1.94, 0.0182986, 0.00785474, 0.2435, 0.00785474, 0.0401678, 0.155817
1.945, 0.0183057, 0.00787787, 0.242599, 0.00787787, 0.041583, 0.154387
1.95, 0.0183217, 0.00781449, 0.241824, 0.00781449, 0.040601, 0.211621
1.955, 0.01832, 0.00783041, 0.240821, 0.00783041, 0.0403042, 0.192484
1.96, 0.018351, 0.00784458, 0.240255, 0.00784458, 0.0393745, 0.21217
1.965, 0.0183484, 0.00769515, 0.239256, 0.00769515, 0.0420138, 0.145876
1.97, 0.018353, 0.00773155, 0.238357, 0.00773155, 0.0425201, 0.144242
1.975, 0.0183854, 0.00764868, 0.237826, 0.00764868, 0.0428862, 0.18671
1.98, 0.0183564, 0.00774309, 0.236507, 0.00774309, 0.0419084, 0.21543
1.985, 0.0183976, 0.00764709, 0.2361, 0.00764709, 0.0435933, 0.155781
1.99, 0.0184025, 0.00764567, 0.235231, 0.00764567, 0.0416497, 0.149293
1.995, 0.0184071, 0.00758967, 0.234367, 0.00758967, 0.0423187, 0.18105
2, 0.0184059, 0.00763132, 0.233434, 0.00763132, 0.0421339, 0.245121
2.005, 0.0184434, 0.00750999, 0.232999, 0.00750999, 0.0443348, 0.212315
2.01, 0.0184316, 0.00756482, 0.231946, 0.00756482, 0.042769, 0.150906
2.015, 0.0184452, 0.00760269, 0.23122, 0.00760269, 0.0430452, 0.247775
2.02, 0.0184545, 0.00749645, 0.230446, 0.00749645, 0.0413289, 0.165635
2.025, 0.0184711, 0.00736374, 0.229768, 0.00736374, 0.0401927, 0.221627
2.03, 0.0184736, 0.00746642, 0.228921, 0.00746642, 0.0423584, 0.158263
2.035, 0.0184777, 0.00736703, 0.2281, 0.00736703, 0.0469665, 0.223955
2.04, 0.0184939, 0.00744391, 0.227435, 0.00744391, 0.0411649, 0.324581
2.045, 0.0184979, 0.00732624, 0.226626, 0.00732624, 0.0410048, 0.224081
2.05, 0.0185033, 0.00739395, 0.225839, 0.00739395, 0.0422173, 0.221048
2.055, 0.0185459, 0.00721338, 0.225511, 0.00721338, 0.0428728, 0.393348
2.06, 0.0185159, 0.00748604, 0.224305, 0.00748604, 0.0407466, 0.319446
2.065, 0.0185239, 0.00725453, 0.223569, 0.00725453, 0.0423469, 0.139641
2.07, 0.0185484, 0.00719945, 0.223035, 0.00719945, 0.0436886, 0.216841
2.075, 0.0185465, 0.00729364, 0.222189, 0.00729364, 0.042695, 0.317553
2.08, 0.0185627, 0.00721886, 0.221567, 0.00721886, 0.044251, 0.327081
2.085, 0.0185721, 0.00711716, 0.220868, 0.00711716, 0.0429952, 0.151592
2.09, 0.0185786, 0.00718686, 0.22014, 0.00718686, 0.0443244, 0.27028
2.095, 0.0185777, 0.00723936, 0.21933, 0.00723936, 0.0433416, 0.269966
2.1, 0.0185916, 0.0070514, 0.218701, 0.0070514, 0.0436055, 0.161871
2.105, 0.0186042, 0.00709227, 0.21806, 0.00709227, 0.0430069, 0.161707
2.11, 0.0185996, 0.00711527, 0.217224, 0.00711527, 0.0447248, 0.211401
2.115, 0.0186237, 0.00702138, 0.216728, 0.00702138, 0.0435881, 0.191101
2.12, 0.0186219, 0.00697891, 0.215936, 0.00697891, 0.0435494, 0.212045
2.125, 0.0186412, 0.00705653, 0.215393, 0.00705653, 0.0437894, 0.147021
2.13, 0.0186356, 0.00700592, 0.214568, 0.00700592, 0.0421196, 0.155923
2.135, 0.0186446, 0.00687325, 0.213917, 0.00687325, 0.0423832, 0.291958
2.14, 0.0186549, 0.00709636, 0.213285, 0.00709636, 0.0441689, 0.189393
2.145, 0.0186527, 0.00702348, 0.212515, 0.00702348, 0.0415489, 0.211413
2.15, 0.0186867, 0.00678465, 0.212162, 0.00678465, 0.0413723, 0.161795
2.155, 0.0186705, 0.00687554, 0.211244, 0.00687554, 0.0418332, 0.208479
2.16, 0.0186928, 0.00688085, 0.210767, 0.00688085, 0.0410694, 0.258017
2.165, 0.0186858, 0.00687681, 0.209964, 0.00687681, 0.0432194, 0.154931
2.17, 0.0186962, 0.00669664, 0.209362, 0.00669664, 0.0437666, 0.284219
2.175, 0.0187166, 0.00694165, 0.208876, 0.00694165, 0.0404225, 0.205193
2.18, 0.0187022, 0.00679334, 0.208007, 0.00679334, 0.0418824, 0.20454
2.185, 0.0187207, 0.00679792, 0.207509, 0.00679792, 0.0417279, 0.177242
2.19, 0.0187219, 0.00673284, 0.206823, 0.00673284, 0.0443423, 0.140729
2.195, 0.0187323, 0.00668992, 0.206244, 0.00668992, 0.0442912, 0.200395
2.2, 0.0187395, 0.00676104, 0.205633, 0.00676104, 0.0407047, 0.247361
2.205, 0.0187502, 0.00677025, 0.205065, 0.00677025, 0.0438532, 0.278767
2.21, 0.0187451, 0.00668012, 0.204331, 0.00668012, 0.0418015, 0.169903
2.215, 0.01875, 0.00656518, 0.203709, 0.00656518, 0.0418331, 0.403129
2.22, 0.0187709, 0.00659702, 0.203266, 0.00659702, 0.0414306, 0.388316
2.225, 0.0187652, 0.00664777, 0.202538, 0.00664777, 0.0402771, 0.350298
2.23, 0.0187914, 0.00663255, 0.202159, 0.00663255, 0.0433793, 0.145379
2.235, 0.0187724, 0.0067337, 0.201298, 0.0067337, 0.0400741, 0.203889
2.24, 0.0187958, 0.00641406, 0.200897, 0.00641406, 0.0409251, 0.153368
2.245, 0.0188014, 0.00655161, 0.200309, 0.00655161, 0.0435662, 0.244347
2.25, 0.0188004, 0.00665024, 0.199655, 0.00665024, 0.0417016, 0.433026
2.255, 0.0188099, 0.00635773, 0.199117, 0.00635773, 0.0442806, 0.19435
2.26, 0.01881, 0.00650032, 0.198483, 0.00650032, 0.0411605, 0.202016
2.265, 0.0188141, 0.00647544, 0.197896, 0.00647544, 0.0422039, 0.134819
2.27, 0.018822, 0.00643133, 0.197354, 0.00643133, 0.043804, 0.15788
2.275, 0.0188358, 0.00645684, 0.196878, 0.00645684, 0.0433264, 0.166671
2.28, 0.0188301, 0.00639429, 0.196201, 0.00639429, 0.0434929, 0.157443
2.285, 0.0188236, 0.00631694, 0.195521, 0.00631694, 0.0447559, 0.176022
2.29, 0.0188567, 0.00648477, 0.195255, 0.00648477, 0.0424755, 0.144263
2.295, 0.0188499, 0.00635664, 0.194581, 0.00635664, 0.0440143, 0.175129
2.3, 0.0188584, 0.00624269, 0.194067, 0.00624269, 0.0405931, 0.182805
2.305, 0.0188603, 0.00645387, 0.193491, 0.00645387, 0.043919, 0.134941
2.31, 0.018871, 0.00630541, 0.193009, 0.00630541, 0.0407874, 0.134716
2.315, 0.0188674, 0.00629423, 0.192384, 0.00629423, 0.0416744, 0.161355
2.32, 0.0188729, 0.00625996, 0.191855, 0.00625996, 0.0415203, 0.154105
2.325, 0.0188801, 0.00624973, 0.191349, 0.00624973, 0.04296, 0.218519
2.33, 0.0188836, 0.00636162, 0.190808, 0.00636162, 0.0404101, 0.295933
2.335, 0.0188938, 0.00625725, 0.190338, 0.00625725, 0.0432021, 0.306052
2.34, 0.0188929, 0.00612312, 0.189761, 0.00612312, 0.040679, 0.144717
2.345, 0.0189089, 0.00618143, 0.189357, 0.00618143, 0.0427769, 0.318099
2.35, 0.0188935, 0.00614287, 0.188642, 0.00614287, 0.0408225, 0.214323
2.355, 0.0189021, 0.00624072, 0.188171, 0.00624072, 0.0431394, 0.325153
2.36, 0.0189143, 0.00612229, 0.187739, 0.00612229, 0.0441526, 0.177186
2.365, 0.0189172, 0.00613885, 0.187219, 0.00613885, 0.0418499, 0.374364
2.37, 0.0189269, 0.00614342, 0.186769, 0.00614342, 0.0416504, 0.241144
2.375, 0.0189192, 0.00610589, 0.186151, 0.00610589, 0.0418299, 0.335621
2.38, 0.0189272, 0.00605523, 0.185691, 0.00605523, 0.0436316, 0.214801
2.385, 0.018934, 0.00613264, 0.185224, 0.00613264, 0.0400678, 0.254756
2.39, 0.018932, 0.00596875, 0.184672, 0.00596875, 0.0441568, 0.190979
2.395, 0.0189364, 0.00600027, 0.184188, 0.00600027, 0.0397834, 0.280381
2.4, 0.0189451, 0.00604592, 0.183749, 0.00604592, 0.0419509, 0.178469
2.405, 0.0189339, 0.00595756, 0.18312, 0.00595756, 0.0428088, 0.220038
2.41, 0.0189633, 0.0060413, 0.182887, 0.0060413, 0.0415548, 0.28926
2.415, 0.0189533, 0.00597644, 0.182278, 0.00597644, 0.0434695, 0.156256
2.42, 0.0189552, 0.00594578, 0.181786, 0.00594578, 0.04356, 0.17418
2.425, 0.0189676, 0.00596878, 0.181398, 0.00596878, 0.0427921, 0.166139
2.43, 0.0189656, 0.00588839, 0.180876, 0.00588839, 0.0462987, 0.154013
2.435, 0.0189585, 0.00590703, 0.180309, 0.00590703, 0.0432262, 0.212112
2.44, 0.0189725, 0.00589593, 0.179946, 0.00589593, 0.0393733, 0.164505
2.445, 0.018973, 0.00590299, 0.179458, 0.00590299, 0.0436874, 0.182853
2.45, 0.0189796, 0.00585093, 0.179031, 0.00585093, 0.043041, 0.177155
2.455, 0.0189744, 0.00584608, 0.178495, 0.00584608, 0.044103, 0.374141
2.46, 0.0189878, 0.00583784, 0.178138, 0.00583784, 0.0466373, 0.22513
2.465, 0.0189785, 0.00584649, 0.177572, 0.00584649, 0.0467617, 0.360549
2.47, 0.0189808, 0.00582985, 0.177117, 0.00582985, 0.0461538, 0.336826
2.475, 0.0189938, 0.00577443, 0.176765, 0.00577443, 0.0476211, 0.187719
2.48, 0.018994, 0.0057904, 0.176297, 0.0057904, 0.0419386, 0.189846
2.485, 0.0189941, 0.0057685, 0.17583, 0.0057685, 0.0391012, 0.194132
2.49, 0.0189954, 0.00571806, 0.175379, 0.00571806, 0.041589, 0.166265
2.495, 0.0189972, 0.00570539, 0.174936, 0.00570539, 0.0434371, 0.207432
2.5, 0.0190013, 0.00576284, 0.174515, 0.00576284, 0.0436249, 0.173343
2.505, 0.019005, 0.00568924, 0.174095, 0.00568924, 0.0400393, 0.189998
2.51, 0.019004, 0.00574925, 0.173634, 0.00574925, 0.0425326, 0.175532
2.515, 0.019004, 0.00567654, 0.173186, 0.00567654, 0.0406003, 0.263202
2.52, 0.0190209, 0.00567649, 0.172895, 0.00567649, 0.0425348, 0.254793
2.525, 0.0190051, 0.00561454, 0.172309, 0.00561454, 0.0410069, 0.156126
2.53, 0.0190142, 0.00566037, 0.171951, 0.00566037, 0.0400902, 0.159534
2.535, 0.0190142, 0.00561573, 0.171515, 0.00561573, 0.0430336, 0.331013
2.54, 0.0190281, 0.0055592, 0.171207, 0.0055592, 0.0433674, 0.333647
2.545, 0.0190075, 0.00563981, 0.170592, 0.00563981, 0.040843, 0.21054
2.55, 0.0190153, 0.00561968, 0.170234, 0.00561968, 0.0441733, 0.24792
2.555, 0.0190222, 0.00555957, 0.16987, 0.00555957, 0.0401879, 0.29745
2.56, 0.0190215, 0.00557288, 0.169442, 0.00557288, 0.0432337, 0.299645
2.565, 0.0190376, 0.00557215, 0.169167, 0.00557215, 0.0421093, 0.564246
2.57, 0.0190048, 0.00550198, 0.16846, 0.00550198, 0.0414885, 0.363909
2.575, 0.019032, 0.00554032, 0.168287, 0.00554032, 0.0399461, 0.17901
2.58, 0.0190228, 0.00545776, 0.167795, 0.00545776, 0.040807, 0.175079
2.585, 0.0190315, 0.00550936, 0.167464, 0.00550936, 0.0429337, 0.165248
2.59, 0.0190283, 0.00547462, 0.167031, 0.00547462, 0.0412471, 0.174332
2.595, 0.0190284, 0.00545451, 0.166629, 0.00545451, 0.0402476, 0.209421
2.6, 0.0190294, 0.00545927, 0.166239, 0.00545927, 0.0406539, 0.149556
2.605, 0.0190293, 0.00541204, 0.16584, 0.00541204, 0.0426864, 0.223292
2.61, 0.0190335, 0.00546141, 0.165482, 0.00546141, 0.0431061, 0.324817
2.615, 0.0190357, 0.00540411, 0.16511, 0.00540411, 0.0431834, 0.216526
2.62, 0.0190229, 0.00540168, 0.16461, 0.00540168, 0.0415499, 0.25349
2.625, 0.0190502, 0.00529829, 0.16446, 0.00529829, 0.0422281, 0.223011
2.63, 0.0190181, 0.00547611, 0.163799, 0.00547611, 0.0414812, 0.160178
2.635, 0.0190373, 0.00536178, 0.163584, 0.00536178, 0.0415767, 0.216695
2.64, 0.0190323, 0.00534167, 0.163162, 0.00534167, 0.0435134, 0.165762
2.645, 0.019031, 0.00537877, 0.162775, 0.00537877, 0.0429004, 0.164625
2.65, 0.0190335, 0.00531004, 0.162423, 0.00531004, 0.0432611, 0.174549
2.655, 0.0190243, 0.00540539, 0.161974, 0.00540539, 0.0437027, 0.220666
2.66, 0.0190373, 0.00520938, 0.161716, 0.00520938, 0.0469833, 0.16246
2.665, 0.0190437, 0.00526626, 0.161404, 0.00526626, 0.0445985, 0.151741
2.67, 0.0190258, 0.00531257, 0.160889, 0.00531257, 0.0422557, 0.165011
2.675, 0.01903, 0.00528512, 0.160564, 0.00528512, 0.0554973, 0.165358
2.68, 0.0190345, 0.00521297, 0.160243, 0.00521297, 0.0459086, 0.186067
2.685, 0.0190393, 0.00525539, 0.159927, 0.00525539, 0.0430574, 0.409527
2.69, 0.0190195, 0.00525391, 0.159408, 0.00525391, 0.0415157, 0.206048
2.695, 0.0190325, 0.00521093, 0.159166, 0.00521093, 0.0516403, 0.173087
2.7, 0.0190327, 0.00519801, 0.158818, 0.00519801, 0.0438574, 0.172939
2.705, 0.019028, 0.00520825, 0.158433, 0.00520825, 0.039739, 0.321369
2.71, 0.0190228, 0.0051559, 0.158046, 0.0051559, 0.0445095, 0.180055
2.715, 0.0190282, 0.00510283, 0.157749, 0.00510283, 0.0418903, 0.312788
2.72, 0.0190263, 0.00524137, 0.157394, 0.00524137, 0.0468901, 0.162578
2.725, 0.0190263, 0.00515142, 0.157057, 0.00515142, 0.0429353, 0.184467
2.73, 0.0190131, 0.00517137, 0.156613, 0.00517137, 0.0439152, 0.188822
2.735, 0.0190308, 0.00509897, 0.156426, 0.00509897, 0.0431961, 0.184582
2.74, 0.0190219, 0.00511404, 0.156023, 0.00511404, 0.044783, 0.200708
2.745, 0.0190172, 0.0050948, 0.155656, 0.0050948, 0.0436417, 0.171142
2.75, 0.0190186, 0.00509849, 0.155342, 0.00509849, 0.0396256, 0.164995
2.755, 0.0190188, 0.00507661, 0.155021, 0.00507661, 0.0428428, 0.1686
2.76, 0.0190143, 0.00511152, 0.154663, 0.00511152, 0.0429543, 0.142232
2.765, 0.0190105, 0.00501765, 0.154313, 0.00501765, 0.0427787, 0.231578
2.77, 0.0190281, 0.00507625, 0.154139, 0.00507625, 0.0415897, 0.349518
2.775, 0.0189953, 0.00500931, 0.153559, 0.00500931, 0.0474789, 0.175768
2.78, 0.019007, 0.00503481, 0.153341, 0.00503481, 0.0490605, 0.344877
2.785, 0.0190046, 0.00499647, 0.153012, 0.00499647, 0.0461102, 0.309398
2.79, 0.0190133, 0.00502916, 0.152773, 0.00502916, 0.047659, 0.515704
2.795, 0.0189943, 0.00496868, 0.152315, 0.00496868, 0.0443786, 0.190927
2.8, 0.0190004, 0.00499672, 0.15206, 0.00499672, 0.0442124, 0.16818
2.805, 0.0189956, 0.0049508, 0.15172, 0.0049508, 0.042709, 0.180938
2.81, 0.0189962, 0.00498545, 0.151425, 0.00498545, 0.042276, 0.339247
2.815, 0.0189926, 0.00495132, 0.151098, 0.00495132, 0.0404542, 0.302918
2.82, 0.0189891, 0.00491739, 0.150775, 0.00491739, 0.0437102, 0.191258
2.825, 0.0189869, 0.00494212, 0.150464, 0.00494212, 0.0399172, 0.144349
2.83, 0.0189806, 0.00490992, 0.150123, 0.00490992, 0.0423938, 0.350899
2.835, 0.0189815, 0.00491691, 0.149841, 0.00491691, 0.0403732, 0.241988
2.84, 0.0189854, 0.0048797, 0.149585, 0.0048797, 0.0426919, 0.20842
2.845, 0.0189792, 0.00489143, 0.14925, 0.00489143, 0.0425592, 0.150144
2.85, 0.0189714, 0.00486971, 0.148906, 0.00486971, 0.044968, 0.178821
2.855, 0.0189716, 0.00488232, 0.148627, 0.00488232, 0.0410378, 0.175249
2.86, 0.0189681, 0.00485036, 0.14832, 0.00485036, 0.0408641, 0.198664
2.865, 0.0189651, 0.00485521, 0.148019, 0.00485521, 0.0438782, 0.162893
2.87, 0.0189577, 0.00482295, 0.147686, 0.00482295, 0.0405645, 0.179632
2.875, 0.0189614, 0.00481043, 0.147441, 0.00481043, 0.0427814, 0.179935
2.88, 0.0189535, 0.00483552, 0.147109, 0.00483552, 0.048384, 0.176799
2.885, 0.0189485, 0.00478845, 0.1468, 0.00478845, 0.0416758, 0.162983
2.89, 0.0189549, 0.00481211, 0.146583, 0.00481211, 0.0433125, 0.190018
2.895, 0.0189374, 0.00477938, 0.146181, 0.00477938, 0.0420261, 0.177278
2.9, 0.0189416, 0.0047723, 0.14595, 0.0047723, 0.0423237, 0.167741
2.905, 0.018936, 0.00476418, 0.145645, 0.00476418, 0.0430741, 0.148429
2.91, 0.0189318, 0.00477305, 0.145353, 0.00477305, 0.0422092, 0.324857
2.915, 0.0189288, 0.00473317, 0.145072, 0.00473317, 0.0467357, 0.459269
2.92, 0.0189253, 0.00474292, 0.144788, 0.00474292, 0.0425461, 0.161782
2.925, 0.0189234, 0.00471017, 0.144519, 0.00471017, 0.0417911, 0.164846
2.93, 0.0189181, 0.00473438, 0.144226, 0.00473438, 0.0418508, 0.1696
2.935, 0.0189115, 0.00468456, 0.143925, 0.00468456, 0.0395019, 0.187234
2.94, 0.0189073, 0.00468064, 0.143644, 0.00468064, 0.0389468, 0.169224
2.945, 0.0189075, 0.00468852, 0.143399, 0.00468852, 0.044514, 0.185508
2.95, 0.0188979, 0.00468752, 0.143081, 0.00468752, 0.0426934, 0.296207
2.955, 0.0188968, 0.00465513, 0.142828, 0.00465513, 0.0427431, 0.438272
2.96, 0.0188967, 0.00466924, 0.142586, 0.00466924, 0.0422249, 0.355948
2.965, 0.0188816, 0.00466005, 0.142232, 0.00466005, 0.0441325, 0.240468
2.97, 0.018882, 0.00461654, 0.141997, 0.00461654, 0.0422514, 0.164757
2.975, 0.0188806, 0.00463549, 0.14175, 0.00463549, 0.0417588, 0.329728
2.98, 0.0188695, 0.0046201, 0.141431, 0.0046201, 0.043496, 0.149596
2.985, 0.0188678, 0.0046052, 0.141186, 0.0046052, 0.0389173, 0.155245
2.99, 0.0188616, 0.00460958, 0.140908, 0.00460958, 0.0414718, 0.175032
2.995, 0.018861, 0.00458959, 0.140674, 0.00458959, 0.0429907, 0.176601
3, 0.0188519, 0.00457225, 0.140378, 0.00457225, 0.0431918, 0.168394
3.005, 0.0188482, 0.00457377, 0.140124, 0.00457377, 0.0428229, 0.161113
3.01, 0.0188425, 0.00456458, 0.139858, 0.00456458, 0.0429284, 0.183266
3.015, 0.0188363, 0.00455168, 0.139589, 0.00455168, 0.0419461, 0.171601
3.02, 0.0188318, 0.00454597, 0.139335, 0.00454597, 0.0443478, 0.168872
3.025, 0.0188263, 0.00453526, 0.139074, 0.00453526, 0.0510684, 0.189211
3.03, 0.0188202, 0.00452844, 0.138811, 0.00452844, 0.0437553, 0.182912
3.035, 0.0188152, 0.00451625, 0.138558, 0.00451625, 0.0496599, 0.171681
3.04, 0.018809, 0.00450934, 0.138298, 0.00450934, 0.0464187, 0.17848
3.045, 0.0188042, 0.00449972, 0.13805, 0.00449972, 0.0535629, 0.186217
3.05, 0.0187975, 0.00449133, 0.137789, 0.00449133, 0.0514447, 0.187831
3.055, 0.0187921, 0.00448221, 0.13754, 0.00448221, 0.0431073, 0.157278
3.06, 0.0187859, 0.00447354, 0.137286, 0.00447354, 0.0450726, 0.186094
3.065, 0.0187793, 0.00446132, 0.137031, 0.00446132, 0.0422958, 0.170147
3.07, 0.0187754, 0.0044483, 0.136798, 0.0044483, 0.0418643, 0.181449
3.075, 0.0187671, 0.00445636, 0.136534, 0.00445636, 0.0463503, 0.18208
3.08, 0.0187617, 0.00443643, 0.136294, 0.00443643, 0.0547653, 0.204223
3.085, 0.0187547, 0.00443186, 0.136042, 0.00443186, 0.0454764, 0.15208
3.09, 0.0187477, 0.00441183, 0.135793, 0.00441183, 0.0436691, 0.158381
3.095, 0.0187427, 0.00442651, 0.13556, 0.00442651, 0.0445751, 0.31446
3.1, 0.0187384, 0.00440258, 0.135333, 0.00440258, 0.046014, 0.261817
3.105, 0.0187291, 0.00438217, 0.135071, 0.00438217, 0.0434579, 0.191227
3.11, 0.0187217, 0.00440563, 0.134825, 0.00440563, 0.0477399, 0.152278
3.115, 0.0187177, 0.00437225, 0.134606, 0.00437225, 0.0431867, 0.160499
3.12, 0.0187091, 0.00436188, 0.134354, 0.00436188, 0.0452724, 0.187837
3.125, 0.0187012, 0.0043588, 0.134109, 0.0043588, 0.0457632, 0.166551
3.13, 0.0186957, 0.00434569, 0.133883, 0.00434569, 0.045792, 0.17139
3.135, 0.0186816, 0.0043722, 0.133598, 0.0043722, 0.0458481, 0.34289
3.14, 0.0186917, 0.00429303, 0.133487, 0.00429303, 0.0439144, 0.200005
3.145, 0.0186698, 0.00435493, 0.133148, 0.00435493, 0.0438987, 0.255872
3.15, 0.0186676, 0.00431517, 0.132951, 0.00431517, 0.0439075, 0.171196
3.155, 0.0186592, 0.00432632, 0.132713, 0.00432632, 0.0443362, 0.311276
3.16, 0.0186531, 0.00427807, 0.132492, 0.00427807, 0.041927, 0.218605
3.165, 0.0186468, 0.00429972, 0.132271, 0.00429972, 0.0521202, 0.358607
3.17, 0.0186387, 0.00429534, 0.132038, 0.00429534, 0.0434957, 0.180324
3.175, 0.0186283, 0.00427054, 0.131792, 0.00427054, 0.0425037, 0.16006
3.18, 0.0186226, 0.00426544, 0.131579, 0.00426544, 0.0498369, 0.182788
3.185, 0.0186121, 0.0042661, 0.131335, 0.0042661, 0.0422086, 0.186498
