Iteration, Drag, Lift, Coeff Drag, CoeffLift, time prec, time solve
4.77, 0.0128602, 0.00239906, 0.089948, 0.00239906, 0.0511578, 0.480806
4.775, 0.0128331, 0.00241158, 0.0898692, 0.00241158, 0.040344, 0.184853
4.78, 0.0128067, 0.0023829, 0.0897966, 0.0023829, 0.0598601, 0.43452
4.785, 0.0127757, 0.00239091, 0.0896917, 0.00239091, 0.0519329, 0.217593
4.79, 0.0127477, 0.00237577, 0.0896082, 0.00237577, 0.0535336, 0.178535
4.795, 0.0127239, 0.00238729, 0.0895549, 0.00238729, 0.0458086, 0.189499
4.8, 0.0126943, 0.00235774, 0.0894609, 0.00235774, 0.0463569, 0.206049
4.805, 0.0126656, 0.00236231, 0.0893737, 0.00236231, 0.0535723, 0.406486
4.81, 0.0126364, 0.00236649, 0.0892832, 0.00236649, 0.0518193, 0.216834
4.815, 0.0126132, 0.00237829, 0.0892355, 0.00237829, 0.0471098, 0.18936
4.82, 0.0125825, 0.00232714, 0.0891359, 0.00232714, 0.0482129, 0.192811
4.825, 0.0125543, 0.00235071, 0.0890534, 0.00235071, 0.0501545, 0.246832
4.83, 0.0125304, 0.0023448, 0.0890022, 0.0023448, 0.0484593, 0.26122
4.835, 0.0124977, 0.0023346, 0.0888894, 0.0023346, 0.0509673, 0.208063
4.84, 0.0124699, 0.00232506, 0.0888113, 0.00232506, 0.0508907, 0.171259
4.845, 0.0124355, 0.0023259, 0.0886868, 0.0023259, 0.0476696, 0.186193
4.85, 0.0124207, 0.00231402, 0.0887021, 0.00231402, 0.058725, 0.189425
4.855, 0.0123867, 0.00233702, 0.0885814, 0.00233702, 0.0535098, 0.1843
4.86, 0.0123596, 0.0022914, 0.0885099, 0.0022914, 0.0498272, 0.184652
4.865, 0.0123297, 0.00229461, 0.0884188, 0.00229461, 0.0480098, 0.18177
4.87, 0.0123022, 0.0023054, 0.0883452, 0.0023054, 0.0480773, 0.197302
4.875, 0.0122767, 0.00229253, 0.0882863, 0.00229253, 0.0483914, 0.181899
4.88, 0.0122379, 0.00227522, 0.0881317, 0.00227522, 0.0516456, 0.167355
4.885, 0.0122189, 0.00229167, 0.0881208, 0.00229167, 0.0508236, 0.202109
4.89, 0.0121896, 0.00226216, 0.0880357, 0.00226216, 0.0506806, 0.183207
4.895, 0.0121607, 0.00224509, 0.087954, 0.00224509, 0.050043, 0.161357
4.9, 0.0121296, 0.00229046, 0.0878569, 0.00229046, 0.0527262, 0.180151
4.905, 0.0121029, 0.00226434, 0.0877913, 0.00226434, 0.0540291, 0.179874
4.91, 0.0120704, 0.00224084, 0.0876844, 0.00224084, 0.0499687, 0.191142
4.915, 0.0120454, 0.00225648, 0.0876324, 0.00225648, 0.0485585, 0.160261
4.92, 0.0120185, 0.00224335, 0.0875674, 0.00224335, 0.0499969, 0.178191
4.925, 0.0119841, 0.00222848, 0.0874471, 0.00222848, 0.0537463, 0.172861
4.93, 0.0119574, 0.00225541, 0.0873843, 0.00225541, 0.0468002, 0.187694
4.935, 0.0119355, 0.00219111, 0.0873561, 0.00219111, 0.0450517, 0.162175
4.94, 0.011894, 0.00223886, 0.0871854, 0.00223886, 0.046124, 0.162799
4.945, 0.0118766, 0.00222377, 0.0871911, 0.00222377, 0.0499847, 0.182837
4.95, 0.0118371, 0.00220748, 0.0870355, 0.00220748, 0.064884, 0.205562
4.955, 0.0118064, 0.00220473, 0.0869438, 0.00220473, 0.047794, 0.160749
4.96, 0.011795, 0.00222356, 0.0869956, 0.00222356, 0.0556728, 0.160031
4.965, 0.0117506, 0.00215758, 0.0868046, 0.00215758, 0.0525963, 0.335245
4.97, 0.011732, 0.00219794, 0.0868039, 0.00219794, 0.0491412, 0.261267
4.975, 0.0116915, 0.00218045, 0.0866414, 0.00218045, 0.0558943, 0.238513
4.98, 0.0116608, 0.0021622, 0.0865521, 0.0021622, 0.0532465, 0.193162
4.985, 0.0116426, 0.00220955, 0.0865552, 0.00220955, 0.0529697, 0.242156
4.99, 0.011611, 0.00208033, 0.0864602, 0.00208033, 0.0581318, 0.250704
4.995, 0.01158, 0.00224978, 0.0863694, 0.00224978, 0.0525137, 0.419034
5, 0.0115441, 0.00211621, 0.0862421, 0.00211621, 0.0567463, 0.217168
5.005, 0.0115196, 0.00216997, 0.0862004, 0.00216997, 0.0589739, 0.232712
5.01, 0.0114919, 0.00212213, 0.0861345, 0.00212213, 0.0508979, 0.168198
5.015, 0.0114552, 0.00214861, 0.0860019, 0.00214861, 0.0459127, 0.244176
5.02, 0.0114313, 0.00213005, 0.0859659, 0.00213005, 0.0480301, 0.186657
5.025, 0.0114044, 0.00212622, 0.0859073, 0.00212622, 0.0515515, 0.177282
5.03, 0.0113727, 0.00210215, 0.0858136, 0.00210215, 0.0553039, 0.18669
5.035, 0.011339, 0.00214451, 0.0857039, 0.00214451, 0.0473092, 0.233648
5.04, 0.0113113, 0.00212009, 0.0856406, 0.00212009, 0.0509982, 0.291332
5.045, 0.0112837, 0.00207811, 0.0855782, 0.00207811, 0.0599426, 0.160836
5.05, 0.0112462, 0.00211405, 0.0854404, 0.00211405, 0.054021, 0.184677
5.055, 0.0112279, 0.00208217, 0.0854494, 0.00208217, 0.0513857, 0.343333
5.06, 0.0111873, 0.00207543, 0.0852888, 0.00207543, 0.0517473, 0.208962
5.065, 0.0111657, 0.00208155, 0.0852736, 0.00208155, 0.0477427, 0.169413
5.07, 0.011129, 0.0020868, 0.0851429, 0.0020868, 0.0490941, 0.159973
5.075, 0.0110987, 0.00207199, 0.0850609, 0.00207199, 0.0475923, 0.183198
5.08, 0.0110713, 0.00205081, 0.0850017, 0.00205081, 0.0603128, 0.204268
5.085, 0.0110447, 0.00207746, 0.0849495, 0.00207746, 0.0500426, 0.224768
5.09, 0.0110048, 0.00204864, 0.0847946, 0.00204864, 0.0477463, 0.190641
5.095, 0.0109842, 0.00204081, 0.084789, 0.00204081, 0.0507373, 0.878366
5.1, 0.0109406, 0.00200637, 0.0846062, 0.00200637, 0.0557778, 0.344789
5.105, 0.0109113, 0.00209344, 0.0845332, 0.00209344, 0.0465455, 0.370532
5.11, 0.0109038, 0.00199011, 0.0846302, 0.00199011, 0.0512861, 0.178201
5.115, 0.0108546, 0.00203201, 0.0844043, 0.00203201, 0.0449027, 0.287318
5.12, 0.010833, 0.00201468, 0.0843924, 0.00201468, 0.0468422, 0.36003
5.125, 0.0107974, 0.00200452, 0.0842714, 0.00200452, 0.0480127, 0.172037
5.13, 0.0107642, 0.00203484, 0.0841698, 0.00203484, 0.0471632, 0.166649
5.135, 0.0107401, 0.00197016, 0.0841398, 0.00197016, 0.05205, 0.153394
5.14, 0.0107002, 0.00203369, 0.0839854, 0.00203369, 0.0488345, 0.208778
5.145, 0.0106663, 0.00196018, 0.0838786, 0.00196018, 0.0492355, 0.314167
5.15, 0.010652, 0.00196878, 0.0839267, 0.00196878, 0.0468439, 0.170604
5.155, 0.0106113, 0.00197215, 0.0837666, 0.00197215, 0.048715, 0.300008
5.16, 0.0105864, 0.00203416, 0.0837311, 0.00203416, 0.0486277, 0.514289
5.165, 0.0105445, 0.00194649, 0.0835612, 0.00194649, 0.0505266, 0.241642
5.17, 0.0105225, 0.00195057, 0.08355, 0.00195057, 0.0564853, 0.35385
5.175, 0.0104948, 0.00189612, 0.0834931, 0.00189612, 0.0457247, 0.464498
5.18, 0.0104553, 0.0019488, 0.0833425, 0.0019488, 0.048173, 0.220199
5.185, 0.0104166, 0.00189745, 0.0831982, 0.00189745, 0.0532406, 0.481132
5.19, 0.0104097, 0.00195941, 0.0833084, 0.00195941, 0.0478247, 0.292346
5.195, 0.0103557, 0.00193127, 0.0830419, 0.00193127, 0.047226, 0.155771
5.2, 0.01033, 0.00190089, 0.0830025, 0.00190089, 0.0474259, 0.354048
5.205, 0.0103166, 0.00194044, 0.0830622, 0.00194044, 0.0474212, 0.224416
5.21, 0.0102527, 0.00191299, 0.0827148, 0.00191299, 0.0483258, 0.249345
5.215, 0.0102527, 0.0019113, 0.0828833, 0.0019113, 0.0505708, 0.229643
5.22, 0.0102103, 0.00187964, 0.0827095, 0.00187964, 0.0472824, 0.207499
5.225, 0.0101804, 0.00189751, 0.0826365, 0.00189751, 0.0514596, 0.194005
5.23, 0.0101308, 0.00185712, 0.0824041, 0.00185712, 0.0473517, 0.460718
5.235, 0.0101238, 0.00188121, 0.0825179, 0.00188121, 0.0515481, 0.269675
5.24, 0.0100813, 0.00186026, 0.0823434, 0.00186026, 0.0482112, 0.170754
5.245, 0.0100464, 0.00185494, 0.0822302, 0.00185494, 0.0481768, 0.287779
5.25, 0.010016, 0.00181846, 0.0821536, 0.00181846, 0.0527877, 0.475216
5.255, 0.0099882, 0.00190431, 0.0820993, 0.00190431, 0.0456781, 0.198639
5.26, 0.00995825, 0.00181035, 0.0820272, 0.00181035, 0.0493257, 0.207705
5.265, 0.00992875, 0.00187338, 0.0819588, 0.00187338, 0.0526079, 0.155774
5.27, 0.00989406, 0.00183295, 0.0818478, 0.00183295, 0.0493555, 0.151525
5.275, 0.00986123, 0.00181089, 0.0817521, 0.00181089, 0.0470149, 0.172112
5.28, 0.00982848, 0.00182446, 0.0816572, 0.00182446, 0.0461963, 0.159034
5.285, 0.00980326, 0.0018831, 0.0816248, 0.0018831, 0.0496369, 0.210016
5.29, 0.00975667, 0.00173067, 0.0814146, 0.00173067, 0.0497716, 0.190386
5.295, 0.00973279, 0.00178292, 0.0813936, 0.00178292, 0.0475214, 0.159072
5.3, 0.00970128, 0.00181804, 0.0813092, 0.00181804, 0.0499974, 0.48391
5.305, 0.00967456, 0.00174823, 0.081265, 0.00174823, 0.0482702, 0.225827
5.31, 0.00963259, 0.00180515, 0.0810926, 0.00180515, 0.0484918, 0.435075
5.315, 0.00960431, 0.00177039, 0.0810354, 0.00177039, 0.0504139, 0.166433
5.32, 0.00955194, 0.00178441, 0.0807747, 0.00178441, 0.0508191, 0.365344
5.325, 0.0095574, 0.00176242, 0.0810034, 0.00176242, 0.0558612, 0.2635
5.33, 0.00951252, 0.00171124, 0.0808059, 0.00171124, 0.0546715, 0.186813
5.335, 0.00945252, 0.00167117, 0.0804791, 0.00167117, 0.0536145, 0.341009
5.34, 0.00946568, 0.00181538, 0.0807757, 0.00181538, 0.0498567, 0.171768
5.345, 0.00941523, 0.00172391, 0.0805298, 0.00172391, 0.0521826, 0.172919
5.35, 0.00937591, 0.00174956, 0.0803788, 0.00174956, 0.0513684, 0.148013
5.355, 0.00935923, 0.00167428, 0.0804219, 0.00167428, 0.0462833, 0.208906
5.36, 0.00930255, 0.0017281, 0.0801211, 0.0017281, 0.0493879, 0.167148
5.365, 0.00928292, 0.00169636, 0.0801392, 0.00169636, 0.0514004, 0.178212
5.37, 0.00921394, 0.00176335, 0.0797307, 0.00176335, 0.0503963, 0.464058
5.375, 0.0092485, 0.00157963, 0.0802188, 0.00157963, 0.0504285, 0.210667
5.38, 0.00918738, 0.00172537, 0.0798777, 0.00172537, 0.0491606, 0.176296
5.385, 0.00914795, 0.00167304, 0.0797244, 0.00167304, 0.0517906, 0.298446
5.39, 0.00913191, 0.00168813, 0.0797751, 0.00168813, 0.0514762, 0.384413
5.395, 0.00908438, 0.00164836, 0.0795507, 0.00164836, 0.0480438, 0.265148
5.4, 0.00904736, 0.00164906, 0.0794178, 0.00164906, 0.05259, 0.164678
5.405, 0.00901985, 0.00165509, 0.0793684, 0.00165509, 0.0492761, 0.315903
5.41, 0.00899701, 0.00162261, 0.0793602, 0.00162261, 0.0472311, 0.222856
5.415, 0.00895119, 0.00163661, 0.0791492, 0.00163661, 0.0509706, 0.190365
5.42, 0.00891486, 0.0016128, 0.0790217, 0.0016128, 0.05493, 0.169431
5.425, 0.00889498, 0.0015985, 0.0790401, 0.0015985, 0.0495598, 0.343536
5.43, 0.0088543, 0.00162116, 0.0788737, 0.00162116, 0.0466271, 0.322784
5.435, 0.00883093, 0.00138218, 0.0788614, 0.00138218, 0.0496492, 0.338298
5.44, 0.00878433, 0.00181788, 0.0786414, 0.00181788, 0.049799, 0.334468
5.445, 0.00875869, 0.00156902, 0.0786087, 0.00156902, 0.0495271, 0.1623
5.45, 0.00872657, 0.00158181, 0.078518, 0.00158181, 0.0480901, 0.187162
5.455, 0.00869538, 0.00158276, 0.0784357, 0.00158276, 0.049955, 0.18097
5.46, 0.0086538, 0.00156928, 0.0782592, 0.00156928, 0.0518696, 0.157408
5.465, 0.00862657, 0.00155648, 0.0782122, 0.00155648, 0.0506334, 0.512942
5.47, 0.00859275, 0.00152311, 0.0781056, 0.00152311, 0.0498307, 0.231596
5.475, 0.0085577, 0.0014805, 0.0779875, 0.0014805, 0.0495848, 0.306791
5.48, 0.00852575, 0.00164209, 0.0778974, 0.00164209, 0.0468387, 0.498763
5.485, 0.0084938, 0.0014623, 0.0778072, 0.0014623, 0.0495268, 0.271201
5.49, 0.00845413, 0.0015887, 0.077646, 0.0015887, 0.0471946, 0.208399
5.495, 0.00841512, 0.0014538, 0.0774904, 0.0014538, 0.0585647, 0.325239
5.5, 0.00840509, 0.00152819, 0.0776018, 0.00152819, 0.0484704, 0.195201
5.505, 0.00835702, 0.00149571, 0.077362, 0.00149571, 0.0539249, 0.169227
5.51, 0.0083278, 0.0014689, 0.0772962, 0.0014689, 0.0513181, 0.1499
5.515, 0.00829159, 0.00149018, 0.0771653, 0.00149018, 0.0481778, 0.181337
5.52, 0.00826023, 0.00149002, 0.0770793, 0.00149002, 0.0504062, 0.189195
5.525, 0.00822764, 0.00140619, 0.0769818, 0.00140619, 0.0489312, 0.173825
5.53, 0.0081791, 0.00147407, 0.0767342, 0.00147407, 0.0487583, 0.159989
5.535, 0.00817358, 0.00145946, 0.0768905, 0.00145946, 0.0471004, 0.290002
5.54, 0.00811615, 0.0014548, 0.0765581, 0.0014548, 0.0492406, 0.304631
5.545, 0.00809141, 0.0014015, 0.0765335, 0.0014015, 0.0560074, 0.173985
5.55, 0.0080594, 0.0014386, 0.07644, 0.0014386, 0.0468401, 0.153983
5.555, 0.0080173, 0.00138453, 0.0762505, 0.00138453, 0.0468503, 0.290264
5.56, 0.00798636, 0.00138057, 0.0761666, 0.00138057, 0.0557643, 0.283373
5.565, 0.00795809, 0.0014736, 0.076108, 0.0014736, 0.0472584, 0.154336
5.57, 0.00791559, 0.00137721, 0.0759131, 0.00137721, 0.0473151, 0.170191
5.575, 0.0078981, 0.00137409, 0.0759577, 0.00137409, 0.0500932, 0.183788
5.58, 0.00785338, 0.00135082, 0.0757403, 0.00135082, 0.0495349, 0.172229
5.585, 0.00781596, 0.00138195, 0.0755926, 0.00138195, 0.0483647, 0.203737
5.59, 0.00777364, 0.00144855, 0.0753968, 0.00144855, 0.0474555, 0.331734
5.595, 0.00775988, 0.00126365, 0.0754779, 0.00126365, 0.0489866, 0.17131
5.6, 0.00772429, 0.00133109, 0.0753469, 0.00133109, 0.0527098, 0.181176
5.605, 0.00768379, 0.00134355, 0.0751673, 0.00134355, 0.0472449, 0.165951
5.61, 0.00764904, 0.00134036, 0.0750433, 0.00134036, 0.0541424, 0.411687
5.615, 0.00761452, 0.00127253, 0.0749212, 0.00127253, 0.0478081, 0.34373
5.62, 0.00757806, 0.00132602, 0.0747795, 0.00132602, 0.04823, 0.251117
5.625, 0.00754345, 0.00127194, 0.0746556, 0.00127194, 0.0551601, 0.392864
5.63, 0.00751987, 0.00131545, 0.0746406, 0.00131545, 0.0557661, 0.176903
5.635, 0.00747696, 0.00126552, 0.0744334, 0.00126552, 0.0533427, 0.178312
5.64, 0.00744483, 0.00126498, 0.0743328, 0.00126498, 0.0487339, 0.156151
5.645, 0.00741235, 0.00127575, 0.0742284, 0.00127575, 0.0565303, 0.16631
5.65, 0.00737834, 0.00124144, 0.0741082, 0.00124144, 0.0478179, 0.192296
5.655, 0.00734276, 0.00125021, 0.0739717, 0.00125021, 0.0472202, 0.165854
5.66, 0.00729845, 0.00120632, 0.0737465, 0.00120632, 0.0595183, 0.163674
5.665, 0.00727433, 0.00123316, 0.0737248, 0.00123316, 0.0516529, 0.16457
5.67, 0.00723669, 0.00121899, 0.0735657, 0.00121899, 0.0508305, 0.169961
5.675, 0.0072028, 0.0012224, 0.0734441, 0.0012224, 0.0512069, 0.168125
5.68, 0.00717569, 0.00119184, 0.0733913, 0.00119184, 0.0466124, 0.165146
5.685, 0.00710206, 0.00120875, 0.0728612, 0.00120875, 0.0475125, 0.347755
5.69, 0.00713333, 0.00118363, 0.0734076, 0.00118363, 0.0470865, 0.40102
5.695, 0.00705952, 0.0011264, 0.0728727, 0.0011264, 0.0484619, 0.158997
5.7, 0.00702745, 0.00115259, 0.0727671, 0.00115259, 0.0526522, 0.166463
5.705, 0.00700133, 0.00112461, 0.0727228, 0.00112461, 0.0494674, 0.253452
5.71, 0.00695835, 0.00117831, 0.0725028, 0.00117831, 0.0557082, 0.165077
5.715, 0.00693573, 0.00112206, 0.0724943, 0.00112206, 0.0482942, 0.176432
5.72, 0.00689316, 0.00108529, 0.0722769, 0.00108529, 0.050781, 0.156874
5.725, 0.00685328, 0.00112576, 0.0720865, 0.00112576, 0.0560356, 0.159898
5.73, 0.00682771, 0.00111876, 0.0720461, 0.00111876, 0.0542696, 0.189951
5.735, 0.00678281, 0.00105008, 0.0718011, 0.00105008, 0.0457309, 0.158873
5.74, 0.00675496, 0.00112508, 0.0717357, 0.00112508, 0.0487549, 0.158629
5.745, 0.00670507, 0.00108216, 0.0714353, 0.00108216, 0.0491736, 0.201875
5.75, 0.00669714, 0.00106577, 0.0715816, 0.00106577, 0.0495451, 0.1945
5.755, 0.00664151, 0.000985994, 0.0712175, 0.000985994, 0.0529669, 0.157343
5.76, 0.00661823, 0.00103825, 0.0711993, 0.00103825, 0.0559476, 0.146629
5.765, 0.00657205, 0.00101463, 0.0709339, 0.00101463, 0.0487216, 0.2315
5.77, 0.00654843, 0.00108805, 0.0709113, 0.00108805, 0.0510542, 0.223626
5.775, 0.00650917, 0.000981856, 0.0707187, 0.000981856, 0.0539617, 0.154535
5.78, 0.00648252, 0.000986924, 0.0706625, 0.000986924, 0.0571811, 0.154648
5.785, 0.00643182, 0.00102269, 0.070343, 0.00102269, 0.0482818, 0.182263
5.79, 0.00640492, 0.000958921, 0.0702828, 0.000958921, 0.0487289, 0.161264
5.795, 0.00636769, 0.000948144, 0.0701086, 0.000948144, 0.0495358, 0.145972
5.8, 0.00633449, 0.000996848, 0.0699778, 0.000996848, 0.0514928, 0.181606
5.805, 0.00629581, 0.000908674, 0.0697856, 0.000908674, 0.0490794, 0.138148
5.81, 0.00625864, 0.0010306, 0.0696089, 0.0010306, 0.0491457, 0.264524
5.815, 0.00623138, 0.000817018, 0.0695419, 0.000817018, 0.048022, 0.153852
5.82, 0.00619926, 0.000931754, 0.0694201, 0.000931754, 0.054663, 0.155777
5.825, 0.00614911, 0.000861633, 0.0690948, 0.000861633, 0.0493471, 0.196249
5.83, 0.00612016, 0.000913687, 0.0690067, 0.000913687, 0.0476401, 0.158989
5.835, 0.00608424, 0.000906625, 0.0688391, 0.000906625, 0.0482695, 0.166882
5.84, 0.00605335, 0.000850896, 0.0687277, 0.000850896, 0.0478787, 0.181465
5.845, 0.00601721, 0.00084329, 0.0685557, 0.00084329, 0.053402, 0.193865
5.85, 0.00600738, 0.000975017, 0.0686834, 0.000975017, 0.0496671, 0.393347
5.855, 0.00591841, 0.000700016, 0.0679041, 0.000700016, 0.049005, 0.161393
5.86, 0.00591098, 0.000735612, 0.0680583, 0.000735612, 0.0487195, 0.281633
5.865, 0.00587442, 0.000900662, 0.0678771, 0.000900662, 0.0480726, 0.287488
5.87, 0.0058462, 0.0008031, 0.0677914, 0.0008031, 0.0479885, 0.153295
5.875, 0.0057946, 0.00075844, 0.0674331, 0.00075844, 0.0497822, 0.192995
5.88, 0.00577328, 0.000802006, 0.067426, 0.000802006, 0.0481782, 0.14273
5.885, 0.00573142, 0.000708972, 0.0671782, 0.000708972, 0.0565886, 0.179868
5.89, 0.00569713, 0.000800329, 0.0670177, 0.000800329, 0.0512482, 0.376097
5.895, 0.00565463, 0.000716084, 0.0667591, 0.000716084, 0.0476072, 0.155662
5.9, 0.00562628, 0.000780621, 0.0666664, 0.000780621, 0.0487004, 0.162092
5.905, 0.00559315, 0.000678299, 0.0665163, 0.000678299, 0.0576342, 0.158322
5.91, 0.00555231, 0.000717992, 0.0662732, 0.000717992, 0.0503366, 0.159456
5.915, 0.00551847, 0.000670642, 0.0661121, 0.000670642, 0.0505669, 0.168708
5.92, 0.00548817, 0.000704695, 0.0659925, 0.000704695, 0.0500287, 0.159943
5.925, 0.00544993, 0.00062397, 0.0657763, 0.00062397, 0.049378, 0.151868
5.93, 0.00540462, 0.000703412, 0.0654727, 0.000703412, 0.0502148, 0.150176
5.935, 0.00537482, 0.000557999, 0.0653557, 0.000557999, 0.0493559, 0.165727
5.94, 0.00533651, 0.000694203, 0.0651339, 0.000694203, 0.0480169, 0.327619
5.945, 0.00531289, 0.000582909, 0.0650903, 0.000582909, 0.0479181, 0.219937
5.95, 0.00527494, 0.000638866, 0.0648704, 0.000638866, 0.0490652, 0.353108
5.955, 0.00522219, 0.000553216, 0.064466, 0.000553216, 0.0473765, 0.192213
5.96, 0.00519295, 0.000665609, 0.06435, 0.000665609, 0.0484011, 0.284076
5.965, 0.00516952, 0.000497784, 0.0643054, 0.000497784, 0.04678, 0.167334
5.97, 0.00512147, 0.00051238, 0.063953, 0.00051238, 0.0470362, 0.135411
5.975, 0.00507699, 0.000656187, 0.0636426, 0.000656187, 0.0471401, 0.23269
5.98, 0.0050601, 0.000367849, 0.0636771, 0.000367849, 0.0496573, 0.197718
5.985, 0.00501931, 0.000508779, 0.0634098, 0.000508779, 0.0469004, 0.145311
5.99, 0.00496865, 0.000532531, 0.0630154, 0.000532531, 0.0476933, 0.176944
5.995, 0.00495687, 0.000480272, 0.0631129, 0.000480272, 0.0486248, 0.232963
6, 0.00491369, 0.000434887, 0.0628097, 0.000434887, 0.0490983, 0.156814
6.005, 0.0048794, 0.000411069, 0.0626183, 0.000411069, 0.0503498, 0.153162
6.01, 0.00483287, 0.00046078, 0.0622675, 0.00046078, 0.04697, 0.154803
6.015, 0.00479719, 0.000479056, 0.0620544, 0.000479056, 0.0467025, 0.14781
6.02, 0.00475503, 0.000370105, 0.0617554, 0.000370105, 0.0495053, 0.15233
6.025, 0.00473414, 0.000396366, 0.0617314, 0.000396366, 0.05626, 0.255297
6.03, 0.00469318, 0.000327643, 0.0614442, 0.000327643, 0.0495258, 0.380893
6.035, 0.00465335, 0.000348857, 0.0611697, 0.000348857, 0.0485542, 0.221681
6.04, 0.00462077, 0.000406347, 0.0609886, 0.000406347, 0.0532904, 0.156529
6.045, 0.00458423, 0.00030932, 0.0607534, 0.00030932, 0.0483521, 0.24299
6.05, 0.00454544, 0.000338409, 0.0604864, 0.000338409, 0.048543, 0.155776
6.055, 0.00451292, 0.000295747, 0.0603009, 0.000295747, 0.0458564, 0.217847
6.06, 0.00447822, 0.000284209, 0.0600844, 0.000284209, 0.0506126, 0.170432
6.065, 0.00444164, 0.000298839, 0.059841, 0.000298839, 0.0480082, 0.142073
6.07, 0.00439721, 0.000254285, 0.0594892, 0.000254285, 0.048164, 0.160208
6.075, 0.00437186, 0.000129944, 0.0593936, 0.000129944, 0.0522586, 0.203718
6.08, 0.00431758, 0.000355728, 0.0589024, 0.000355728, 0.0495832, 0.204825
6.085, 0.00430104, 0.000178474, 0.0589242, 0.000178474, 0.0492217, 0.289089
6.09, 0.0042594, 0.000189011, 0.0586007, 0.000189011, 0.0463923, 0.15764
6.095, 0.00421941, 0.000191256, 0.0582971, 0.000191256, 0.050397, 0.145035
6.1, 0.00418788, 0.000157071, 0.0581083, 0.000157071, 0.0476435, 0.137621
6.105, 0.00415243, 0.000166204, 0.0578632, 0.000166204, 0.0546737, 0.233781
6.11, 0.00410891, 0.000163214, 0.0575029, 0.000163214, 0.0540532, 0.186798
6.115, 0.00406706, 0.000129948, 0.057163, 0.000129948, 0.0486755, 0.241168
6.12, 0.00403829, 5.72291e-05, 0.0570045, 5.72291e-05, 0.0480546, 0.302359
6.125, 0.00401729, 6.07741e-05, 0.0569548, 6.07741e-05, 0.0535092, 0.172633
6.13, 0.00395695, 2.67741e-05, 0.0563443, 2.67741e-05, 0.0480044, 0.154123
6.135, 0.00392828, 7.24843e-05, 0.0561814, 7.24843e-05, 0.051549, 0.149729
6.14, 0.00389478, 6.99194e-06, 0.0559476, 6.99194e-06, 0.0544312, 0.255094
6.145, 0.00385901, -1.28362e-07, 0.0556788, -1.28362e-07, 0.0457591, 0.181199
6.15, 0.003814, 3.33859e-05, 0.0552736, 3.33859e-05, 0.0488904, 0.158821
6.155, 0.00378852, -7.041e-05, 0.055149, -7.041e-05, 0.0473809, 0.145504
6.16, 0.00374312, 1.24471e-05, 0.0547317, 1.24471e-05, 0.0479965, 0.490684
6.165, 0.0037126, -8.1853e-05, 0.0545293, -8.1853e-05, 0.0482545, 0.148586
6.17, 0.00366814, -0.000104939, 0.0541193, -0.000104939, 0.047756, 0.133837
6.175, 0.00364217, -8.36896e-05, 0.0539794, -8.36896e-05, 0.0477896, 0.175928
6.18, 0.00360401, 1.31185e-06, 0.0536565, 1.31185e-06, 0.0495193, 0.316482
6.185, 0.00355712, -0.000249466, 0.0532, -0.000249466, 0.0480303, 0.151447
6.19, 0.00352852, -0.000111011, 0.0530141, -0.000111011, 0.048896, 0.146687
6.195, 0.00348758, -0.000225217, 0.0526399, -0.000225217, 0.0488615, 0.156889
6.2, 0.00342776, -6.5418e-05, 0.051976, -6.5418e-05, 0.0508422, 0.293544
6.205, 0.00345007, -0.000322295, 0.0525568, -0.000322295, 0.0473139, 0.252531
6.21, 0.00337047, -0.000267407, 0.0515832, -0.000267407, 0.0495986, 0.13629
6.215, 0.00334347, -0.000291075, 0.0514091, -0.000291075, 0.0486402, 0.23942
6.22, 0.0033071, -0.000245463, 0.0510884, -0.000245463, 0.0493715, 0.209222
6.225, 0.0032603, -0.000204092, 0.0506028, -0.000204092, 0.0541661, 0.254001
6.23, 0.00323636, -0.000318521, 0.0504688, -0.000318521, 0.04753, 0.250778
6.235, 0.00319052, -0.000214986, 0.0499902, -0.000214986, 0.0504152, 0.172806
6.24, 0.00316864, -0.000566282, 0.0498841, -0.000566282, 0.0476438, 0.17326
6.245, 0.00312563, -0.000313551, 0.0494425, -0.000313551, 0.0490535, 0.189199
6.25, 0.00308224, -0.000392038, 0.0489905, -0.000392038, 0.0544124, 0.161578
6.255, 0.0030322, -0.000447575, 0.0484277, -0.000447575, 0.0483071, 0.32259
6.26, 0.00302375, -0.000410838, 0.0485267, -0.000410838, 0.0470994, 0.209068
6.265, 0.00296698, -0.000321523, 0.0478472, -0.000321523, 0.0489182, 0.291583
6.27, 0.00294211, -0.000875693, 0.0476779, -0.000875693, 0.0524775, 0.198861
6.275, 0.00290881, -0.000221683, 0.0473695, -0.000221683, 0.0541613, 0.212496
6.28, 0.00285919, -0.000522613, 0.0467906, -0.000522613, 0.0491915, 0.166267
6.285, 0.00282575, -0.000589934, 0.046472, -0.000589934, 0.0476338, 0.14564
6.29, 0.0027961, -0.000549838, 0.0462126, -0.000549838, 0.0480541, 0.249135
6.295, 0.00274514, -0.000472672, 0.0455964, -0.000472672, 0.0468298, 0.164322
6.3, 0.00272043, -0.000712137, 0.0454121, -0.000712137, 0.04805, 0.170604
6.305, 0.00267313, -0.000579582, 0.0448468, -0.000579582, 0.0456158, 0.153449
6.31, 0.00264747, -0.000671651, 0.0446403, -0.000671651, 0.0489227, 0.153846
6.315, 0.00260868, -0.000723132, 0.0442091, -0.000723132, 0.0474634, 0.150714
