Iteration, Drag, Lift, Coeff Drag, CoeffLift, time prec, time solve
1.46, 0.00340718, 0.0156189, 0.54227, 0.0156189, 0.0526718, 0.111034, 4
1.465, 0.00341036, 0.0156648, 0.542776, 0.0156648, 0.0537018, 0.0977684, 4
1.47, 0.00341391, 0.0157442, 0.54334, 0.0157442, 0.0547958, 0.13011, 4
1.475, 0.00341746, 0.0156782, 0.543905, 0.0156782, 0.0564704, 0.158849, 5
1.48, 0.00342101, 0.0157174, 0.54447, 0.0157174, 0.0529452, 0.129121, 7
1.485, 0.00342419, 0.0157413, 0.544977, 0.0157413, 0.0528736, 0.130079, 6
1.49, 0.00342773, 0.0157325, 0.54554, 0.0157325, 0.0521296, 0.0846929, 3
1.495, 0.00343166, 0.0157723, 0.546165, 0.0157723, 0.0567212, 0.0802316, 3
1.5, 0.00343469, 0.0157858, 0.546648, 0.0157858, 0.0530026, 0.116589, 4
1.505, 0.00343787, 0.0157707, 0.547154, 0.0157707, 0.0562802, 0.128847, 4
1.51, 0.00344147, 0.0158114, 0.547727, 0.0158114, 0.0529431, 0.108199, 3
1.515, 0.00344476, 0.0158136, 0.54825, 0.0158136, 0.0632196, 0.142228, 4
1.52, 0.00344832, 0.0158633, 0.548818, 0.0158633, 0.0579431, 0.130432, 4
1.525, 0.00345131, 0.0158252, 0.549293, 0.0158252, 0.0591073, 0.166125, 4
1.53, 0.00345501, 0.0158455, 0.549881, 0.0158455, 0.0568559, 0.111712, 4
1.535, 0.00345807, 0.0158494, 0.550368, 0.0158494, 0.0551535, 0.152841, 5
1.54, 0.00346106, 0.0159005, 0.550844, 0.0159005, 0.0589979, 0.102809, 4
1.545, 0.00346482, 0.0159013, 0.551443, 0.0159013, 0.0597112, 0.0963964, 4
1.55, 0.00346811, 0.0159366, 0.551967, 0.0159366, 0.0541671, 0.0977548, 4
1.555, 0.00347003, 0.0159473, 0.552273, 0.0159473, 0.0573212, 0.169627, 7
1.56, 0.00347554, 0.0159289, 0.55315, 0.0159289, 0.0534207, 0.0917825, 4
1.565, 0.00347772, 0.0159615, 0.553496, 0.0159615, 0.0604379, 0.10595, 3
1.57, 0.00348125, 0.0159564, 0.554058, 0.0159564, 0.0495099, 0.0928705, 4
1.575, 0.00348375, 0.0159853, 0.554456, 0.0159853, 0.0545762, 0.12221, 4
1.58, 0.00348725, 0.0159952, 0.555013, 0.0159952, 0.0688817, 0.218694, 4
1.585, 0.00349063, 0.0159844, 0.555551, 0.0159844, 0.0596511, 0.174701, 4
1.59, 0.00349336, 0.0160463, 0.555985, 0.0160463, 0.0510781, 0.119748, 4
1.595, 0.00349786, 0.0159844, 0.556701, 0.0159844, 0.0560505, 0.111968, 5
1.6, 0.00349844, 0.0160901, 0.556794, 0.0160901, 0.0549382, 0.103238, 4
1.605, 0.00350274, 0.0160386, 0.557479, 0.0160386, 0.0659091, 0.110584, 4
1.61, 0.00350626, 0.0160801, 0.558039, 0.0160801, 0.0523586, 0.118022, 4
1.615, 0.00350982, 0.0161038, 0.558605, 0.0161038, 0.0568314, 0.108811, 4
1.62, 0.00351144, 0.0160935, 0.558863, 0.0160935, 0.0516163, 0.104625, 3
1.625, 0.00351568, 0.0161038, 0.559538, 0.0161038, 0.0525411, 0.103877, 4
1.63, 0.00351729, 0.0161127, 0.559794, 0.0161127, 0.0525807, 0.103376, 4
1.635, 0.00352175, 0.0161428, 0.560504, 0.0161428, 0.0627559, 0.1103, 4
1.64, 0.00352425, 0.0161458, 0.560902, 0.0161458, 0.0538941, 0.120631, 4
1.645, 0.00352716, 0.0161638, 0.561364, 0.0161638, 0.0527961, 0.0913663, 4
1.65, 0.00353037, 0.0161666, 0.561876, 0.0161666, 0.0606562, 0.104681, 4
1.655, 0.00353325, 0.0161946, 0.562334, 0.0161946, 0.0567887, 0.0814998, 3
1.66, 0.00353593, 0.0161978, 0.562761, 0.0161978, 0.0556921, 0.0912381, 4
1.665, 0.00353933, 0.016195, 0.563303, 0.016195, 0.0530082, 0.108828, 4
1.67, 0.00354201, 0.0162331, 0.563728, 0.0162331, 0.0524924, 0.0979178, 3
1.675, 0.00354474, 0.0162674, 0.564163, 0.0162674, 0.0510354, 0.0919705, 4
1.68, 0.00354793, 0.0162101, 0.564671, 0.0162101, 0.0592225, 0.112402, 4
1.685, 0.0035508, 0.01626, 0.565127, 0.01626, 0.0524665, 0.0879126, 3
1.69, 0.00355331, 0.0162814, 0.565526, 0.0162814, 0.0559821, 0.0962714, 4
1.695, 0.0035566, 0.0162802, 0.566051, 0.0162802, 0.0544874, 0.100658, 4
1.7, 0.00355929, 0.0162752, 0.566479, 0.0162752, 0.0588006, 0.108131, 4
1.705, 0.00356174, 0.0162543, 0.566868, 0.0162543, 0.0515761, 0.0959732, 4
1.71, 0.0035652, 0.0163326, 0.567419, 0.0163326, 0.058371, 0.128838, 4
1.715, 0.0035677, 0.0163554, 0.567817, 0.0163554, 0.0523707, 0.0927255, 3
1.72, 0.00357074, 0.0163529, 0.568301, 0.0163529, 0.0667856, 0.0990465, 4
1.725, 0.00357308, 0.0163544, 0.568673, 0.0163544, 0.0532884, 0.091435, 3
1.73, 0.00357583, 0.0163318, 0.569111, 0.0163318, 0.0512941, 0.106458, 4
1.735, 0.00357878, 0.0163731, 0.56958, 0.0163731, 0.0520054, 0.0964593, 4
1.74, 0.00358097, 0.0164177, 0.56993, 0.0164177, 0.0558721, 0.125388, 4
1.745, 0.0035845, 0.0163556, 0.570492, 0.0163556, 0.0607936, 0.101154, 4
1.75, 0.00358685, 0.0163996, 0.570865, 0.0163996, 0.0549777, 0.0915092, 3
1.755, 0.00358958, 0.0164095, 0.5713, 0.0164095, 0.0599743, 0.103245, 4
1.76, 0.00359204, 0.01642, 0.57169, 0.01642, 0.0556414, 0.0935271, 4
1.765, 0.0035948, 0.0164652, 0.57213, 0.0164652, 0.0487991, 0.0942843, 4
1.77, 0.00359741, 0.0164069, 0.572546, 0.0164069, 0.0529371, 0.0942429, 4
1.775, 0.00359981, 0.0164026, 0.572928, 0.0164026, 0.054228, 0.0944865, 4
1.78, 0.00360304, 0.0164893, 0.573442, 0.0164893, 0.0520845, 0.116435, 4
1.785, 0.00360519, 0.0165062, 0.573783, 0.0165062, 0.0581401, 0.0856553, 3
1.79, 0.00360834, 0.0164733, 0.574285, 0.0164733, 0.0534001, 0.111178, 4
1.795, 0.00360991, 0.0165084, 0.574536, 0.0165084, 0.0513557, 0.0990247, 4
1.8, 0.00361302, 0.0165153, 0.575031, 0.0165153, 0.0538373, 0.080814, 3
1.805, 0.00361586, 0.0164832, 0.575482, 0.0164832, 0.0546265, 0.117677, 4
1.81, 0.00361757, 0.0165375, 0.575755, 0.0165375, 0.0526097, 0.117072, 4
1.815, 0.00362048, 0.0165482, 0.576217, 0.0165482, 0.0515304, 0.0791374, 3
1.82, 0.00362338, 0.0165147, 0.576679, 0.0165147, 0.0569592, 0.125524, 4
1.825, 0.00362511, 0.0165698, 0.576954, 0.0165698, 0.0522274, 0.109991, 4
1.83, 0.00362797, 0.0165679, 0.57741, 0.0165679, 0.0554736, 0.12637, 3
1.835, 0.00363086, 0.0165753, 0.577869, 0.0165753, 0.0520804, 0.109383, 4
1.84, 0.00363229, 0.016568, 0.578097, 0.016568, 0.0567162, 0.110852, 4
1.845, 0.0036356, 0.0165972, 0.578624, 0.0165972, 0.0571166, 0.0889367, 4
1.85, 0.00363746, 0.0166226, 0.578919, 0.0166226, 0.0532062, 0.120095, 4
1.855, 0.00363998, 0.0165847, 0.57932, 0.0165847, 0.0553888, 0.0944047, 3
1.86, 0.00364291, 0.0166345, 0.579788, 0.0166345, 0.0538996, 0.105738, 4
1.865, 0.00364418, 0.0166093, 0.579988, 0.0166093, 0.0528354, 0.103579, 4
1.87, 0.00364699, 0.0166423, 0.580437, 0.0166423, 0.0540791, 0.0816072, 3
1.875, 0.00364981, 0.0166134, 0.580886, 0.0166134, 0.0581661, 0.108842, 4
1.88, 0.0036515, 0.0166781, 0.581154, 0.0166781, 0.0626434, 0.120601, 4
1.885, 0.00365395, 0.0166906, 0.581544, 0.0166906, 0.0555802, 0.100074, 4
1.89, 0.00365665, 0.0166617, 0.581974, 0.0166617, 0.0536501, 0.118877, 4
1.895, 0.00365843, 0.0166641, 0.582258, 0.0166641, 0.0701282, 0.113603, 3
1.9, 0.00366084, 0.0166918, 0.582641, 0.0166918, 0.0522943, 0.108625, 3
1.905, 0.00366338, 0.0167354, 0.583045, 0.0167354, 0.0552065, 0.116272, 4
1.91, 0.00366483, 0.0166409, 0.583276, 0.0166409, 0.055982, 0.100692, 4
1.915, 0.00366784, 0.0167356, 0.583755, 0.0167356, 0.053802, 0.12068, 3
1.92, 0.00367027, 0.0167122, 0.584141, 0.0167122, 0.0596442, 0.163441, 4
1.925, 0.00367136, 0.0167201, 0.584316, 0.0167201, 0.056767, 0.095522, 4
1.93, 0.00367403, 0.0167438, 0.58474, 0.0167438, 0.0531091, 0.0850562, 3
1.935, 0.00367673, 0.0167628, 0.58517, 0.0167628, 0.0512862, 0.0933156, 3
1.94, 0.00367812, 0.0167434, 0.58539, 0.0167434, 0.0535154, 0.0887254, 3
1.945, 0.00368053, 0.0167636, 0.585775, 0.0167636, 0.0519414, 0.0892738, 3
1.95, 0.00368249, 0.016735, 0.586086, 0.016735, 0.051835, 0.129818, 3
1.955, 0.00368485, 0.0167556, 0.586462, 0.0167556, 0.0547923, 0.107715, 4
1.96, 0.00368688, 0.016827, 0.586786, 0.016827, 0.0504637, 0.0860674, 3
1.965, 0.00368872, 0.0167553, 0.587078, 0.0167553, 0.0543888, 0.100921, 4
1.97, 0.00369106, 0.0167857, 0.58745, 0.0167857, 0.0685158, 0.124725, 4
1.975, 0.00369304, 0.0168445, 0.587766, 0.0168445, 0.0537324, 0.0914052, 3
1.98, 0.0036948, 0.0167742, 0.588045, 0.0167742, 0.050602, 0.0920535, 4
1.985, 0.00369718, 0.0168372, 0.588424, 0.0168372, 0.0570314, 0.106444, 4
1.99, 0.0036991, 0.0168407, 0.58873, 0.0168407, 0.070393, 0.164003, 3
1.995, 0.00370112, 0.0168476, 0.589052, 0.0168476, 0.0739227, 0.168177, 4
2, 0.00370289, 0.0168301, 0.589333, 0.0168301, 0.078338, 0.113531, 3
2.005, 0.00370523, 0.0168614, 0.589706, 0.0168614, 0.0602623, 0.0990494, 3
2.01, 0.00370663, 0.0168475, 0.589929, 0.0168475, 0.0624368, 0.110325, 3
2.015, 0.00370868, 0.0168691, 0.590255, 0.0168691, 0.0593675, 0.100868, 4
2.02, 0.0037109, 0.0168686, 0.590608, 0.0168686, 0.0591014, 0.0967988, 3
2.025, 0.00371254, 0.0168672, 0.590869, 0.0168672, 0.0534128, 0.0831234, 3
2.03, 0.00371453, 0.0169085, 0.591186, 0.0169085, 0.0574863, 0.194668, 4
2.035, 0.00371618, 0.016866, 0.591449, 0.016866, 0.060007, 0.0940309, 3
2.04, 0.00371828, 0.0168921, 0.591782, 0.0168921, 0.0534459, 0.0893153, 3
2.045, 0.00372005, 0.0169041, 0.592064, 0.0169041, 0.0592052, 0.122795, 3
2.05, 0.00372201, 0.0169197, 0.592377, 0.0169197, 0.0627325, 0.142425, 4
2.055, 0.00372353, 0.0168974, 0.592618, 0.0168974, 0.0637988, 0.117809, 3
2.06, 0.00372596, 0.0169458, 0.593005, 0.0169458, 0.065229, 0.120621, 4
2.065, 0.00372675, 0.0169052, 0.59313, 0.0169052, 0.0551766, 0.0991465, 3
2.07, 0.00372901, 0.0169297, 0.59349, 0.0169297, 0.0547673, 0.121917, 3
2.075, 0.00373069, 0.016953, 0.593758, 0.016953, 0.0518947, 0.113118, 4
2.08, 0.00373278, 0.0169279, 0.59409, 0.0169279, 0.0709088, 0.119546, 3
2.085, 0.00373398, 0.0169415, 0.594281, 0.0169415, 0.0629772, 0.13035, 3
2.09, 0.00373609, 0.0169253, 0.594618, 0.0169253, 0.0672472, 0.145777, 3
2.095, 0.00373743, 0.016988, 0.59483, 0.016988, 0.0545334, 0.0917945, 3
2.1, 0.00373897, 0.0169211, 0.595076, 0.0169211, 0.0611747, 0.201346, 4
2.105, 0.0037412, 0.0170077, 0.59543, 0.0170077, 0.0566544, 0.100582, 3
2.11, 0.00374259, 0.0169742, 0.595652, 0.0169742, 0.0546097, 0.091239, 3
2.115, 0.00374425, 0.0169952, 0.595917, 0.0169952, 0.0603511, 0.122231, 3
2.12, 0.0037456, 0.0169773, 0.59613, 0.0169773, 0.0608786, 0.109702, 3
2.125, 0.00374769, 0.016993, 0.596464, 0.016993, 0.063533, 0.137724, 4
2.13, 0.0037489, 0.016995, 0.596656, 0.016995, 0.0496834, 0.102205, 3
2.135, 0.00375032, 0.0169422, 0.596882, 0.0169422, 0.0610394, 0.120017, 4
2.14, 0.00375234, 0.0170466, 0.597204, 0.0170466, 0.0610891, 0.101948, 3
2.145, 0.0037537, 0.0170144, 0.59742, 0.0170144, 0.0556507, 0.084118, 3
2.15, 0.00375526, 0.0170243, 0.597669, 0.0170243, 0.0627421, 0.13924, 3
2.155, 0.00375644, 0.0170167, 0.597856, 0.0170167, 0.0594054, 0.108147, 3
2.16, 0.00375841, 0.0170204, 0.59817, 0.0170204, 0.0655856, 0.120737, 3
2.165, 0.00375971, 0.0170275, 0.598377, 0.0170275, 0.0683995, 0.119109, 3
2.17, 0.00376134, 0.0170335, 0.598635, 0.0170335, 0.0524581, 0.113567, 4
2.175, 0.0037625, 0.0170308, 0.59882, 0.0170308, 0.0679628, 0.115289, 3
2.18, 0.00376443, 0.0170348, 0.599128, 0.0170348, 0.0613248, 0.100057, 3
2.185, 0.00376517, 0.0170518, 0.599245, 0.0170518, 0.0565885, 0.11943, 4
2.19, 0.00376689, 0.0170104, 0.59952, 0.0170104, 0.0582623, 0.111031, 3
2.195, 0.00376836, 0.0170837, 0.599753, 0.0170837, 0.0584208, 0.123989, 3
2.2, 0.00376955, 0.0170587, 0.599943, 0.0170587, 0.0555513, 0.114871, 3
2.205, 0.00377141, 0.0170655, 0.600238, 0.0170655, 0.0535935, 0.133481, 4
2.21, 0.00377218, 0.0170524, 0.600361, 0.0170524, 0.0582742, 0.0845257, 3
2.215, 0.00377343, 0.0170708, 0.60056, 0.0170708, 0.0630183, 0.139909, 3
2.22, 0.00377535, 0.0170671, 0.600866, 0.0170671, 0.0580864, 0.0981748, 3
2.225, 0.00377636, 0.0170748, 0.601026, 0.0170748, 0.0560073, 0.0997753, 3
2.23, 0.0037777, 0.0170765, 0.601239, 0.0170765, 0.0584158, 0.0820724, 3
2.235, 0.00377893, 0.0170787, 0.601436, 0.0170787, 0.0608352, 0.0903128, 3
2.24, 0.00378022, 0.0170843, 0.60164, 0.0170843, 0.0580004, 0.1664, 3
2.245, 0.00378145, 0.017086, 0.601836, 0.017086, 0.066873, 0.0949819, 3
2.25, 0.0037827, 0.0170899, 0.602035, 0.0170899, 0.0592897, 0.105074, 3
2.255, 0.0037839, 0.0170922, 0.602227, 0.0170922, 0.0552953, 0.0929435, 3
2.26, 0.00378512, 0.0170958, 0.60242, 0.0170958, 0.0548212, 0.0872065, 3
2.265, 0.0037863, 0.017098, 0.602608, 0.017098, 0.0643072, 0.0877451, 3
2.27, 0.00378746, 0.0171036, 0.602794, 0.0171036, 0.0717347, 0.107496, 3
2.275, 0.00378865, 0.0171021, 0.602983, 0.0171021, 0.0579459, 0.0937827, 3
2.28, 0.00378976, 0.0171083, 0.60316, 0.0171083, 0.0519678, 0.0898675, 3
2.285, 0.00379093, 0.0171075, 0.603345, 0.0171075, 0.0819694, 0.0876053, 3
2.29, 0.00379201, 0.0171132, 0.603517, 0.0171132, 0.063051, 0.0879346, 3
2.295, 0.00379315, 0.0171122, 0.603698, 0.0171122, 0.0539951, 0.0844727, 3
2.3, 0.0037942, 0.0171179, 0.603865, 0.0171179, 0.0543156, 0.087607, 3
2.305, 0.0037953, 0.0171167, 0.604041, 0.0171167, 0.0679724, 0.12143, 3
2.31, 0.00379633, 0.0171223, 0.604204, 0.0171223, 0.0549825, 0.0992637, 3
2.315, 0.0037974, 0.0171208, 0.604375, 0.0171208, 0.0514018, 0.0888966, 3
2.32, 0.0037984, 0.0171264, 0.604534, 0.0171264, 0.0562469, 0.0883047, 3
2.325, 0.00379944, 0.0171246, 0.6047, 0.0171246, 0.0588295, 0.123597, 3
2.33, 0.00380041, 0.0171303, 0.604854, 0.0171303, 0.0516372, 0.0946032, 3
2.335, 0.00380141, 0.01713, 0.605013, 0.01713, 0.0531428, 0.0940003, 3
2.34, 0.00380237, 0.0171322, 0.605167, 0.0171322, 0.0620276, 0.114222, 3
2.345, 0.00380332, 0.0171331, 0.605318, 0.0171331, 0.0527449, 0.0895379, 3
2.35, 0.00380427, 0.0171355, 0.605468, 0.0171355, 0.0688219, 0.130866, 3
2.355, 0.00380519, 0.0171361, 0.605614, 0.0171361, 0.0560836, 0.100598, 3
2.36, 0.0038061, 0.0171383, 0.605759, 0.0171383, 0.063196, 0.118402, 3
2.365, 0.00380699, 0.0171387, 0.605901, 0.0171387, 0.0579272, 0.102037, 3
2.37, 0.00380787, 0.0171407, 0.606042, 0.0171407, 0.0657333, 0.101502, 3
2.375, 0.00380873, 0.017141, 0.606179, 0.017141, 0.0522182, 0.0810687, 3
2.38, 0.00380959, 0.017143, 0.606315, 0.017143, 0.0596212, 0.121639, 3
2.385, 0.00381042, 0.017143, 0.606447, 0.017143, 0.0534425, 0.108155, 3
2.39, 0.00381124, 0.0171447, 0.606578, 0.0171447, 0.0589946, 0.10926, 3
2.395, 0.00381204, 0.0171447, 0.606705, 0.0171447, 0.0648554, 0.15615, 3
2.4, 0.00381284, 0.0171463, 0.606832, 0.0171463, 0.0543779, 0.0884487, 3
2.405, 0.00381361, 0.017146, 0.606955, 0.017146, 0.0584822, 0.11014, 3
2.41, 0.00381438, 0.0171475, 0.607077, 0.0171475, 0.0585362, 0.104576, 3
2.415, 0.00381512, 0.017147, 0.607195, 0.017147, 0.0528751, 0.0877097, 3
2.42, 0.00381585, 0.0171485, 0.607312, 0.0171485, 0.0530676, 0.0888507, 3
2.425, 0.00381656, 0.017148, 0.607425, 0.017148, 0.0637928, 0.130016, 3
2.43, 0.00381727, 0.0171489, 0.607538, 0.0171489, 0.0552386, 0.0860232, 3
2.435, 0.00381795, 0.0171483, 0.607646, 0.0171483, 0.0506687, 0.0799092, 3
2.44, 0.00381863, 0.0171493, 0.607754, 0.0171493, 0.0539376, 0.127525, 3
2.445, 0.00381928, 0.0171483, 0.607858, 0.0171483, 0.0564812, 0.0966058, 3
2.45, 0.00381993, 0.0171494, 0.607961, 0.0171494, 0.0595876, 0.0908203, 3
2.455, 0.00382055, 0.0171482, 0.60806, 0.0171482, 0.0587218, 0.0929735, 3
2.46, 0.00382117, 0.017149, 0.608158, 0.017149, 0.0558672, 0.105306, 3
2.465, 0.00382176, 0.0171476, 0.608252, 0.0171476, 0.0540007, 0.0832974, 3
2.47, 0.00382235, 0.0171485, 0.608346, 0.0171485, 0.0890447, 0.0851146, 3
2.475, 0.00382292, 0.0171467, 0.608436, 0.0171467, 0.0589294, 0.10658, 3
2.48, 0.00382347, 0.0171475, 0.608525, 0.0171475, 0.0581447, 0.0787809, 3
2.485, 0.00382401, 0.0171456, 0.60861, 0.0171456, 0.0553428, 0.0923511, 3
2.49, 0.00382454, 0.0171463, 0.608694, 0.0171463, 0.0528474, 0.0851257, 3
2.495, 0.00382505, 0.0171426, 0.608776, 0.0171426, 0.0638348, 0.121758, 3
2.5, 0.00382553, 0.0171462, 0.608852, 0.0171462, 0.0551487, 0.0919709, 3
2.505, 0.00382602, 0.0171403, 0.608931, 0.0171403, 0.0551396, 0.100227, 3
2.51, 0.00382649, 0.0171429, 0.609004, 0.0171429, 0.053105, 0.086082, 3
2.515, 0.00382693, 0.0171396, 0.609075, 0.0171396, 0.0567206, 0.0964785, 3
2.52, 0.00382737, 0.0171407, 0.609145, 0.0171407, 0.0546369, 0.0832574, 3
2.525, 0.00382779, 0.0171371, 0.609211, 0.0171371, 0.05338, 0.0826704, 3
2.53, 0.0038282, 0.0171382, 0.609277, 0.0171382, 0.0531234, 0.0897939, 3
2.535, 0.00382858, 0.0171343, 0.609338, 0.0171343, 0.0554372, 0.0886401, 3
2.54, 0.00382896, 0.0171357, 0.609398, 0.0171357, 0.0541274, 0.0864557, 3
2.545, 0.00382932, 0.017131, 0.609455, 0.017131, 0.0555743, 0.0932983, 3
2.55, 0.00382967, 0.0171328, 0.609511, 0.0171328, 0.0552204, 0.0848175, 3
2.555, 0.00383, 0.0171272, 0.609563, 0.0171272, 0.0540151, 0.122341, 3
2.56, 0.00383032, 0.0171295, 0.609614, 0.0171295, 0.0705672, 0.0815058, 3
2.565, 0.00383062, 0.017123, 0.609662, 0.017123, 0.0529262, 0.0866423, 3
2.57, 0.00383091, 0.0171265, 0.609708, 0.0171265, 0.057529, 0.083232, 3
2.575, 0.00383118, 0.017118, 0.609751, 0.017118, 0.0721069, 0.20668, 3
2.58, 0.00383144, 0.0171233, 0.609792, 0.0171233, 0.0547254, 0.0851824, 3
2.585, 0.00383168, 0.0171125, 0.609831, 0.0171125, 0.0576193, 0.10287, 3
2.59, 0.00383191, 0.0171186, 0.609868, 0.0171186, 0.0548998, 0.0844602, 3
2.595, 0.00383211, 0.0171067, 0.609899, 0.0171067, 0.0539391, 0.0967077, 3
2.6, 0.00383233, 0.0171099, 0.609935, 0.0171099, 0.0537318, 0.0964412, 3
2.605, 0.00383247, 0.0171022, 0.609957, 0.0171022, 0.0560918, 0.0847085, 3
2.61, 0.00383262, 0.0171131, 0.609981, 0.0171131, 0.0519268, 0.0841275, 3
2.615, 0.00383281, 0.0171101, 0.610011, 0.0171101, 0.0644147, 0.0963161, 3
2.62, 0.00383297, 0.017092, 0.610036, 0.017092, 0.0559255, 0.0975242, 3
2.625, 0.0038331, 0.0171013, 0.610058, 0.0171013, 0.0623372, 0.118703, 3
2.63, 0.00383316, 0.0170901, 0.610066, 0.0170901, 0.0562415, 0.0839869, 3
2.635, 0.00383325, 0.0171014, 0.610081, 0.0171014, 0.0548542, 0.106851, 3
2.64, 0.00383336, 0.0170846, 0.610098, 0.0170846, 0.0644368, 0.0914451, 3
2.645, 0.00383344, 0.0170885, 0.610111, 0.0170885, 0.0587481, 0.10301, 3
2.65, 0.00383346, 0.0170746, 0.610114, 0.0170746, 0.0568422, 0.0936734, 3
2.655, 0.00383351, 0.0170895, 0.610123, 0.0170895, 0.0733807, 0.113844, 3
2.66, 0.00383352, 0.0170717, 0.610124, 0.0170717, 0.0716203, 0.130296, 3
2.665, 0.00383353, 0.0170775, 0.610126, 0.0170775, 0.0571075, 0.122653, 3
2.67, 0.0038335, 0.017064, 0.61012, 0.017064, 0.0681502, 0.101317, 3
2.675, 0.00383351, 0.0170711, 0.610123, 0.0170711, 0.0539121, 0.0804918, 3
2.68, 0.00383343, 0.0170535, 0.610109, 0.0170535, 0.0543511, 0.0926404, 3
2.685, 0.00383336, 0.0170679, 0.610098, 0.0170679, 0.0555788, 0.087602, 3
2.69, 0.00383332, 0.0170561, 0.610091, 0.0170561, 0.0582687, 0.0860587, 3
2.695, 0.00383329, 0.0170494, 0.610087, 0.0170494, 0.0595266, 0.12383, 3
2.7, 0.00383313, 0.0170389, 0.610062, 0.0170389, 0.0532113, 0.0803428, 3
2.705, 0.00383305, 0.0170514, 0.610049, 0.0170514, 0.0561968, 0.0805306, 3
2.71, 0.00383286, 0.0170329, 0.610019, 0.0170329, 0.0557319, 0.0813362, 3
2.715, 0.00383274, 0.0170445, 0.61, 0.0170445, 0.0532588, 0.0876855, 3
2.72, 0.00383261, 0.0170238, 0.609978, 0.0170238, 0.0560729, 0.091504, 3
2.725, 0.00383246, 0.0170295, 0.609954, 0.0170295, 0.0540653, 0.0868689, 3
2.73, 0.00383221, 0.0170179, 0.609915, 0.0170179, 0.0539884, 0.0922479, 3
2.735, 0.00383205, 0.0170253, 0.60989, 0.0170253, 0.0577721, 0.0895952, 3
2.74, 0.0038318, 0.0170058, 0.60985, 0.0170058, 0.0537448, 0.0881768, 3
2.745, 0.00383161, 0.0170159, 0.60982, 0.0170159, 0.0517303, 0.0839663, 3
2.75, 0.00383131, 0.0170006, 0.609771, 0.0170006, 0.0857064, 0.0922542, 3
2.755, 0.00383109, 0.0170049, 0.609737, 0.0170049, 0.0560981, 0.0951905, 3
2.76, 0.00383078, 0.0169897, 0.609687, 0.0169897, 0.056138, 0.0813776, 3
2.765, 0.00383054, 0.0169933, 0.609649, 0.0169933, 0.0546449, 0.119766, 3
2.77, 0.00383017, 0.0169808, 0.609591, 0.0169808, 0.0580432, 0.103078, 3
2.775, 0.00382991, 0.0169838, 0.609548, 0.0169838, 0.0529247, 0.0962065, 3
2.78, 0.00382952, 0.0169696, 0.609487, 0.0169696, 0.0537129, 0.0933629, 3
2.785, 0.00382922, 0.0169741, 0.609439, 0.0169741, 0.0547073, 0.114681, 3
2.79, 0.0038288, 0.0169597, 0.609373, 0.0169597, 0.0596527, 0.0931105, 3
2.795, 0.00382847, 0.0169625, 0.60932, 0.0169625, 0.0580246, 0.107148, 3
2.8, 0.00382803, 0.0169497, 0.60925, 0.0169497, 0.0570114, 0.108994, 3
2.805, 0.00382767, 0.0169503, 0.609192, 0.0169503, 0.0566418, 0.116501, 3
2.81, 0.00382719, 0.0169384, 0.609117, 0.0169384, 0.0566178, 0.112854, 3
2.815, 0.0038268, 0.0169395, 0.609054, 0.0169395, 0.0526328, 0.109502, 3
2.82, 0.0038263, 0.0169268, 0.608974, 0.0169268, 0.0555427, 0.0858905, 3
2.825, 0.00382588, 0.0169281, 0.608907, 0.0169281, 0.0641105, 0.100877, 3
2.83, 0.00382535, 0.0169157, 0.608823, 0.0169157, 0.0592107, 0.162287, 3
2.835, 0.00382489, 0.0169148, 0.608751, 0.0169148, 0.0583969, 0.0910004, 3
2.84, 0.00382434, 0.0169039, 0.608662, 0.0169039, 0.0548926, 0.0825942, 3
2.845, 0.00382385, 0.0169026, 0.608585, 0.0169026, 0.0610774, 0.0787026, 3
2.85, 0.00382326, 0.0168912, 0.608491, 0.0168912, 0.0655494, 0.109784, 3
2.855, 0.00382275, 0.0168907, 0.608409, 0.0168907, 0.0566925, 0.11586, 3
2.86, 0.00382214, 0.0168784, 0.608312, 0.0168784, 0.0793312, 0.102434, 3
2.865, 0.00382159, 0.0168776, 0.608224, 0.0168776, 0.0605191, 0.124789, 3
2.87, 0.00382095, 0.0168658, 0.608123, 0.0168658, 0.0598916, 0.118775, 3
2.875, 0.00382037, 0.016864, 0.60803, 0.016864, 0.0567442, 0.0974942, 3
2.88, 0.0038197, 0.0168527, 0.607924, 0.0168527, 0.0594518, 0.105608, 3
2.885, 0.00381909, 0.0168505, 0.607827, 0.0168505, 0.0584392, 0.108043, 3
2.89, 0.0038184, 0.016839, 0.607717, 0.016839, 0.0505815, 0.0807303, 3
2.895, 0.00381775, 0.0168368, 0.607614, 0.0168368, 0.0631346, 0.126853, 3
2.9, 0.00381706, 0.0168235, 0.607504, 0.0168235, 0.056636, 0.0845075, 3
2.905, 0.00381631, 0.0168183, 0.607385, 0.0168183, 0.0573854, 0.0939165, 3
2.91, 0.00381563, 0.0168138, 0.607276, 0.0168138, 0.0542223, 0.0932354, 3
2.915, 0.00381489, 0.0168055, 0.607158, 0.0168055, 0.0537509, 0.085359, 3
2.92, 0.00381411, 0.0167948, 0.607035, 0.0167948, 0.062662, 0.0947496, 3
2.925, 0.00381341, 0.0167942, 0.606922, 0.0167942, 0.0558896, 0.0916611, 3
2.93, 0.00381255, 0.016779, 0.606787, 0.016779, 0.0527021, 0.0838434, 3
2.935, 0.00381184, 0.0167813, 0.606674, 0.0167813, 0.0641286, 0.117828, 3
